Time(s),CH1V,CH2V,CH3V
-1.860000e-04,-3.480000e-02,9.614667e-01,-8.666667e-03
-1.840000e-04,-2.080000e-02,9.428000e-01,-1.320000e-02
-1.820000e-04,-3.253333e-02,9.498667e-01,-1.560000e-02
-1.800000e-04,-2.546667e-02,9.428000e-01,-2.013333e-02
-1.780000e-04,-3.480000e-02,9.428000e-01,-1.786667e-02
-1.760000e-04,-2.786667e-02,9.428000e-01,-1.093333e-02
-1.740000e-04,-3.946667e-02,9.521334e-01,-1.093333e-02
-1.720000e-04,-3.253333e-02,9.428000e-01,-2.946667e-02
-1.700000e-04,-3.013333e-02,9.568000e-01,-2.480000e-02
-1.680000e-04,-1.840000e-02,9.358667e-01,-1.093333e-02
-1.660000e-04,-4.413334e-02,9.312000e-01,-1.786667e-02
-1.640000e-04,-1.840000e-02,9.498667e-01,-1.786667e-02
-1.620000e-04,-3.480000e-02,9.474667e-01,-1.560000e-02
-1.600000e-04,-1.146667e-02,9.265333e-01,-1.320000e-02
-1.580000e-04,-3.946667e-02,9.498667e-01,-1.093333e-02
-1.560000e-04,-6.800000e-03,9.428000e-01,-1.320000e-02
-1.540000e-04,-2.306667e-02,9.381334e-01,-1.560000e-02
-1.520000e-04,-2.786667e-02,9.381334e-01,-2.013333e-02
-1.500000e-04,-2.306667e-02,9.452000e-01,-1.093333e-02
-1.480000e-04,-3.720000e-02,9.452000e-01,-2.013333e-02
-1.460000e-04,-3.480000e-02,9.474667e-01,-1.320000e-02
-1.440000e-04,-3.946667e-02,9.474667e-01,-1.093333e-02
-1.420000e-04,-4.186667e-02,9.452000e-01,-2.013333e-02
-1.400000e-04,-2.546667e-02,9.405333e-01,-1.600000e-03
-1.380000e-04,-3.253333e-02,9.498667e-01,-1.560000e-02
-1.360000e-04,-3.253333e-02,9.428000e-01,-2.253333e-02
-1.340000e-04,-4.413334e-02,9.405333e-01,-2.013333e-02
-1.320000e-04,-2.786667e-02,9.336000e-01,-2.480000e-02
-1.300000e-04,-4.653334e-02,9.289333e-01,-1.560000e-02
-1.280000e-04,-2.306667e-02,9.474667e-01,-2.480000e-02
-1.260000e-04,-2.306667e-02,9.474667e-01,-1.786667e-02
-1.240000e-04,-2.080000e-02,9.336000e-01,-1.093333e-02
-1.220000e-04,-5.120000e-02,9.498667e-01,-2.480000e-02
-1.200000e-04,-2.306667e-02,9.358667e-01,-1.600000e-03
-1.180000e-04,-3.013333e-02,9.405333e-01,-2.013333e-02
-1.160000e-04,-3.253333e-02,9.452000e-01,-1.560000e-02
-1.140000e-04,-3.013333e-02,9.521334e-01,-6.266667e-03
-1.120000e-04,-3.013333e-02,9.265333e-01,-1.560000e-02
-1.100000e-04,-2.306667e-02,9.428000e-01,-1.786667e-02
-1.080000e-04,-3.013333e-02,9.452000e-01,-1.786667e-02
-1.060000e-04,-3.480000e-02,9.474667e-01,-4.000000e-03
-1.040000e-04,-4.653334e-02,9.521334e-01,-1.786667e-02
-1.020000e-04,-3.013333e-02,9.405333e-01,-1.320000e-02
-1.000000e-04,-3.253333e-02,9.381334e-01,-2.480000e-02
-9.800000e-05,-4.186667e-02,9.452000e-01,-1.093333e-02
-9.600000e-05,-3.253333e-02,9.498667e-01,-1.320000e-02
-9.400000e-05,-3.480000e-02,9.474667e-01,-2.013333e-02
-9.200000e-05,-3.720000e-02,9.452000e-01,-2.253333e-02
-9.000000e-05,-4.413334e-02,9.498667e-01,-2.253333e-02
-8.800000e-05,-3.253333e-02,9.474667e-01,-1.786667e-02
-8.600000e-05,-3.946667e-02,9.381334e-01,-2.946667e-02
-8.400000e-05,-3.013333e-02,9.428000e-01,-2.480000e-02
-8.200000e-05,-3.013333e-02,9.452000e-01,-2.253333e-02
-8.000000e-05,-3.013333e-02,9.498667e-01,-2.480000e-02
-7.800000e-05,-3.013333e-02,9.452000e-01,-3.173333e-02
-7.600000e-05,-3.013333e-02,9.428000e-01,-2.706667e-02
-7.400000e-05,-3.013333e-02,9.452000e-01,-4.000000e-03
-7.200000e-05,-3.253333e-02,9.381334e-01,-1.786667e-02
-7.000000e-05,-3.480000e-02,9.452000e-01,-1.560000e-02
-6.800000e-05,-3.013333e-02,9.474667e-01,-1.093333e-02
-6.600000e-05,-3.480000e-02,9.498667e-01,-1.600000e-03
-6.400000e-05,-2.786667e-02,9.428000e-01,-2.253333e-02
-6.200000e-05,-3.480000e-02,9.544000e-01,-1.560000e-02
-6.000000e-05,-3.013333e-02,9.474667e-01,-6.266667e-03
-5.800000e-05,-3.013333e-02,9.358667e-01,-1.320000e-02
-5.600000e-05,-2.546667e-02,9.428000e-01,-1.786667e-02
-5.400000e-05,-3.013333e-02,9.452000e-01,-1.320000e-02
-5.200000e-05,-2.786667e-02,9.498667e-01,-2.013333e-02
-5.000000e-05,-4.413334e-02,9.381334e-01,-2.013333e-02
-4.800000e-05,-3.480000e-02,9.405333e-01,-1.320000e-02
-4.600000e-05,-3.253333e-02,9.452000e-01,-1.320000e-02
-4.400000e-05,-2.080000e-02,9.474667e-01,-2.480000e-02
-4.200000e-05,-3.720000e-02,9.405333e-01,-2.253333e-02
-4.000000e-05,-3.013333e-02,9.452000e-01,-1.786667e-02
-3.800000e-05,-4.186667e-02,9.498667e-01,-2.480000e-02
-3.600000e-05,-3.253333e-02,9.312000e-01,-2.480000e-02
-3.400000e-05,-4.653334e-02,9.336000e-01,-1.600000e-03
-3.200000e-05,-3.253333e-02,9.312000e-01,-2.253333e-02
-3.000000e-05,-3.480000e-02,9.336000e-01,-2.706667e-02
-2.800000e-05,-1.840000e-02,9.428000e-01,-1.786667e-02
-2.600000e-05,-3.946667e-02,9.428000e-01,-2.946667e-02
-2.400000e-05,-3.946667e-02,9.381334e-01,-3.173333e-02
-2.200000e-05,-4.186667e-02,9.498667e-01,-1.320000e-02
-2.000000e-05,-3.720000e-02,9.544000e-01,-1.093333e-02
-1.800000e-05,-3.253333e-02,9.428000e-01,-2.013333e-02
-1.600000e-05,-3.013333e-02,9.428000e-01,-2.253333e-02
-1.400000e-05,-4.186667e-02,9.521334e-01,-2.480000e-02
-1.200000e-05,-3.720000e-02,9.428000e-01,-2.013333e-02
-1.000000e-05,-3.946667e-02,9.312000e-01,-2.013333e-02
-8.000000e-06,-3.013333e-02,9.358667e-01,-2.253333e-02
-6.000000e-06,-4.186667e-02,9.381334e-01,-2.253333e-02
-4.000000e-06,-3.253333e-02,9.428000e-01,-1.786667e-02
-2.000000e-06,-3.946667e-02,9.614667e-01,-1.560000e-02
1.098517e-17,-3.253333e-02,9.498667e-01,-2.480000e-02
2.000000e-06,4.861867e+00,9.684000e-01,-2.480000e-02
4.000000e-06,4.819867e+00,1.145067e+00,-3.413333e-02
6.000000e-06,4.780000e+00,1.384533e+00,-1.786667e-02
8.000000e-06,4.773067e+00,1.654267e+00,-2.480000e-02
1.000000e-05,4.773067e+00,1.924000e+00,-6.266667e-03
1.200000e-05,4.782400e+00,2.193733e+00,-1.600000e-03
1.400000e-05,4.782400e+00,2.458800e+00,-1.560000e-02
1.600000e-05,4.787067e+00,2.698267e+00,-2.013333e-02
1.800000e-05,4.791733e+00,2.886533e+00,-1.093333e-02
2.000000e-05,4.831467e+00,3.072533e+00,-1.320000e-02
2.200000e-05,4.829200e+00,3.232933e+00,-1.560000e-02
2.400000e-05,4.838533e+00,3.363200e+00,-2.253333e-02
2.600000e-05,4.847867e+00,3.477067e+00,-8.666667e-03
2.800000e-05,4.866533e+00,3.567733e+00,-2.013333e-02
3.000000e-05,4.859600e+00,3.646800e+00,-1.560000e-02
3.200000e-05,4.866533e+00,3.704933e+00,-2.480000e-02
3.400000e-05,4.866533e+00,3.767733e+00,-2.480000e-02
3.600000e-05,4.878267e+00,3.804933e+00,-2.253333e-02
3.800000e-05,4.882934e+00,3.837467e+00,-2.253333e-02
4.000000e-05,4.890000e+00,3.863067e+00,-2.706667e-02
4.200000e-05,4.894667e+00,3.884000e+00,-1.093333e-02
4.400000e-05,4.892400e+00,3.900267e+00,-1.560000e-02
4.600000e-05,4.897067e+00,3.921200e+00,-1.320000e-02
4.800000e-05,4.911067e+00,3.930400e+00,-1.786667e-02
5.000000e-05,4.899333e+00,3.930400e+00,-4.000000e-03
5.200000e-05,4.897067e+00,3.956000e+00,-1.786667e-02
5.400000e-05,4.901733e+00,3.953733e+00,-1.786667e-02
5.600000e-05,4.927467e+00,3.953733e+00,-6.266667e-03
5.800000e-05,4.894667e+00,3.967600e+00,-1.093333e-02
6.000000e-05,4.913333e+00,3.976933e+00,-1.560000e-02
6.200000e-05,4.894667e+00,3.967600e+00,-8.666667e-03
6.400000e-05,4.901733e+00,3.965333e+00,-1.093333e-02
6.600000e-05,4.913333e+00,3.976933e+00,-1.786667e-02
6.800000e-05,4.906400e+00,3.960667e+00,-1.560000e-02
7.000000e-05,4.913333e+00,3.960667e+00,-2.013333e-02
7.200000e-05,4.915733e+00,3.972267e+00,-1.560000e-02
7.400000e-05,4.908667e+00,3.972267e+00,-1.560000e-02
7.600000e-05,4.904000e+00,3.970000e+00,-2.480000e-02
7.800000e-05,4.913333e+00,3.972267e+00,-8.666667e-03
8.000000e-05,4.908667e+00,3.965333e+00,-2.253333e-02
8.200000e-05,4.901733e+00,3.979333e+00,-4.000000e-03
8.400000e-05,4.918133e+00,3.974667e+00,-2.480000e-02
8.600000e-05,4.913333e+00,3.953733e+00,-4.000000e-03
8.800000e-05,4.913333e+00,3.967600e+00,-2.013333e-02
9.000000e-05,4.901733e+00,3.970000e+00,-1.093333e-02
9.200000e-05,4.915733e+00,3.974667e+00,-2.253333e-02
9.400000e-05,4.904000e+00,3.972267e+00,-6.266667e-03
9.600000e-05,4.908667e+00,3.967600e+00,-2.480000e-02
9.800000e-05,4.913333e+00,3.979333e+00,-1.786667e-02
1.000000e-04,4.913333e+00,3.976933e+00,-1.786667e-02
1.020000e-04,4.908667e+00,3.979333e+00,-1.600000e-03
1.040000e-04,4.920400e+00,3.970000e+00,-1.786667e-02
1.060000e-04,4.913333e+00,3.972267e+00,-1.560000e-02
1.080000e-04,4.915733e+00,3.972267e+00,-1.320000e-02
1.100000e-04,4.920400e+00,3.993200e+00,-1.093333e-02
1.120000e-04,4.892400e+00,3.970000e+00,-1.320000e-02
1.140000e-04,4.922800e+00,3.986267e+00,-1.320000e-02
1.160000e-04,4.901733e+00,3.967600e+00,-1.786667e-02
1.180000e-04,4.920400e+00,3.972267e+00,-8.666667e-03
1.200000e-04,4.908667e+00,3.974667e+00,-1.320000e-02
1.220000e-04,4.913333e+00,3.979333e+00,-1.093333e-02
1.240000e-04,4.918133e+00,3.967600e+00,-1.786667e-02
1.260000e-04,4.906400e+00,3.976933e+00,-2.480000e-02
1.280000e-04,4.908667e+00,3.990933e+00,-2.480000e-02
1.300000e-04,4.901733e+00,3.976933e+00,-1.093333e-02
1.320000e-04,4.906400e+00,3.979333e+00,-1.786667e-02
1.340000e-04,4.918133e+00,3.974667e+00,-1.560000e-02
1.360000e-04,4.915733e+00,3.979333e+00,-1.560000e-02
1.380000e-04,4.911067e+00,3.979333e+00,-8.666667e-03
1.400000e-04,4.911067e+00,3.981600e+00,-2.706667e-02
1.420000e-04,4.913333e+00,3.970000e+00,-1.560000e-02
1.440000e-04,4.901733e+00,3.970000e+00,-8.666667e-03
1.460000e-04,4.908667e+00,3.967600e+00,-2.013333e-02
1.480000e-04,4.906400e+00,3.979333e+00,-2.480000e-02
1.500000e-04,4.906400e+00,3.967600e+00,-8.666667e-03
1.520000e-04,4.901733e+00,3.967600e+00,-2.706667e-02
1.540000e-04,4.908667e+00,3.984000e+00,-1.320000e-02
1.560000e-04,4.911067e+00,3.970000e+00,-2.946667e-02
1.580000e-04,4.908667e+00,3.965333e+00,-1.786667e-02
1.600000e-04,4.904000e+00,3.976933e+00,-1.786667e-02
1.620000e-04,4.913333e+00,3.988533e+00,-2.013333e-02
1.640000e-04,4.904000e+00,3.979333e+00,-1.786667e-02
1.660000e-04,4.913333e+00,3.979333e+00,-1.320000e-02
1.680000e-04,4.908667e+00,3.974667e+00,-2.946667e-02
1.700000e-04,4.906400e+00,3.979333e+00,-2.013333e-02
1.720000e-04,4.922800e+00,3.970000e+00,-2.013333e-02
1.740000e-04,4.918133e+00,3.981600e+00,-1.093333e-02
1.760000e-04,4.913333e+00,3.974667e+00,-1.320000e-02
1.780000e-04,4.904000e+00,3.981600e+00,-1.093333e-02
1.800000e-04,4.904000e+00,3.979333e+00,-1.320000e-02
1.820000e-04,4.908667e+00,3.981600e+00,-6.266667e-03
1.840000e-04,4.906400e+00,3.972267e+00,-8.666667e-03
1.860000e-04,4.920400e+00,3.984000e+00,-1.320000e-02
1.880000e-04,4.913333e+00,3.972267e+00,-2.253333e-02
1.900000e-04,4.920400e+00,3.979333e+00,-1.320000e-02
1.920000e-04,4.908667e+00,3.970000e+00,-2.253333e-02
1.940000e-04,4.901733e+00,3.988533e+00,-1.560000e-02
1.960000e-04,4.901733e+00,3.979333e+00,-1.093333e-02
1.980000e-04,4.899333e+00,3.979333e+00,-2.253333e-02
2.000000e-04,4.904000e+00,3.972267e+00,-2.480000e-02
2.020000e-04,4.906400e+00,3.981600e+00,-1.786667e-02
2.040000e-04,4.911067e+00,3.986267e+00,-2.013333e-02
2.060000e-04,4.913333e+00,3.976933e+00,-1.093333e-02
2.080000e-04,4.911067e+00,3.981600e+00,-2.706667e-02
2.100000e-04,4.911067e+00,3.976933e+00,-2.013333e-02
2.120000e-04,4.913333e+00,3.979333e+00,-1.786667e-02
2.140000e-04,4.915733e+00,3.958400e+00,-1.786667e-02
2.160000e-04,4.904000e+00,3.979333e+00,-8.666667e-03
2.180000e-04,4.908667e+00,3.988533e+00,-2.253333e-02
2.200000e-04,4.925067e+00,3.979333e+00,-1.320000e-02
2.220000e-04,4.915733e+00,3.979333e+00,-2.013333e-02
2.240000e-04,4.918133e+00,3.970000e+00,-1.560000e-02
2.260000e-04,4.906400e+00,3.990933e+00,-1.600000e-03
2.280000e-04,4.920400e+00,3.972267e+00,-1.786667e-02
2.300000e-04,4.911067e+00,3.988533e+00,-1.560000e-02
2.320000e-04,4.922800e+00,3.979333e+00,-2.946667e-02
2.340000e-04,4.901733e+00,3.993200e+00,-2.013333e-02
2.360000e-04,4.906400e+00,3.981600e+00,-2.253333e-02
2.380000e-04,4.911067e+00,3.967600e+00,-8.666667e-03
2.400000e-04,4.915733e+00,3.979333e+00,-2.253333e-02
2.420000e-04,4.906400e+00,3.979333e+00,-2.013333e-02
2.440000e-04,4.913333e+00,3.979333e+00,-2.013333e-02
2.460000e-04,4.908667e+00,3.986267e+00,-1.560000e-02
2.480000e-04,4.908667e+00,3.974667e+00,-2.253333e-02
2.500000e-04,4.899333e+00,3.976933e+00,-2.253333e-02
2.520000e-04,4.911067e+00,3.970000e+00,-2.253333e-02
2.540000e-04,4.906400e+00,3.972267e+00,-1.560000e-02
2.560000e-04,4.908667e+00,3.974667e+00,-2.253333e-02
2.580000e-04,4.904000e+00,3.979333e+00,-1.320000e-02
2.600000e-04,4.922800e+00,3.986267e+00,-2.253333e-02
2.620000e-04,4.911067e+00,3.974667e+00,-1.786667e-02
2.640000e-04,4.901733e+00,3.979333e+00,-3.173333e-02
2.660000e-04,4.915733e+00,3.986267e+00,-1.600000e-03
2.680000e-04,4.908667e+00,3.981600e+00,-2.946667e-02
2.700000e-04,4.908667e+00,3.988533e+00,-2.253333e-02
2.720000e-04,4.913333e+00,3.974667e+00,-2.013333e-02
2.740000e-04,4.913333e+00,3.988533e+00,-1.560000e-02
2.760000e-04,4.913333e+00,3.976933e+00,-1.093333e-02
2.780000e-04,4.915733e+00,3.986267e+00,-2.013333e-02
2.800000e-04,4.901733e+00,3.970000e+00,-2.253333e-02
2.820000e-04,4.894667e+00,3.979333e+00,-2.706667e-02
2.840000e-04,4.901733e+00,3.972267e+00,-2.253333e-02
2.860000e-04,4.908667e+00,3.979333e+00,-8.666667e-03
2.880000e-04,4.904000e+00,3.974667e+00,-2.013333e-02
2.900000e-04,4.897067e+00,3.981600e+00,-2.013333e-02
2.920000e-04,4.915733e+00,3.976933e+00,-2.946667e-02
2.940000e-04,4.913333e+00,3.979333e+00,-1.093333e-02
2.960000e-04,4.904000e+00,3.967600e+00,-1.786667e-02
2.980000e-04,4.913333e+00,3.988533e+00,-8.666667e-03
3.000000e-04,4.908667e+00,3.970000e+00,-2.706667e-02
3.020000e-04,4.906400e+00,3.974667e+00,-1.560000e-02
3.040000e-04,4.913333e+00,3.984000e+00,-1.560000e-02
3.060000e-04,4.911067e+00,3.988533e+00,-1.093333e-02
3.080000e-04,4.918133e+00,3.974667e+00,-2.946667e-02
3.100000e-04,4.906400e+00,3.986267e+00,-6.266667e-03
3.120000e-04,4.911067e+00,3.976933e+00,-6.266667e-03
3.140000e-04,4.918133e+00,3.988533e+00,-1.320000e-02
3.160000e-04,4.908667e+00,3.974667e+00,-1.320000e-02
3.180000e-04,4.915733e+00,3.984000e+00,-1.093333e-02
3.200000e-04,4.901733e+00,3.988533e+00,-2.480000e-02
3.220000e-04,4.894667e+00,3.984000e+00,-1.093333e-02
3.240000e-04,4.904000e+00,3.988533e+00,-1.786667e-02
3.260000e-04,4.925067e+00,3.993200e+00,-1.320000e-02
3.280000e-04,4.906400e+00,3.981600e+00,-2.253333e-02
3.300000e-04,4.904000e+00,3.997867e+00,-2.013333e-02
3.320000e-04,4.915733e+00,3.988533e+00,-1.786667e-02
3.340000e-04,4.908667e+00,3.990933e+00,-4.000000e-03
3.360000e-04,4.913333e+00,3.972267e+00,-2.013333e-02
3.380000e-04,4.913333e+00,3.981600e+00,-1.320000e-02
3.400000e-04,4.904000e+00,3.979333e+00,-8.666667e-03
3.420000e-04,4.904000e+00,3.967600e+00,-1.560000e-02
3.440000e-04,4.915733e+00,3.986267e+00,-2.253333e-02
3.460000e-04,4.908667e+00,3.976933e+00,-2.253333e-02
3.480000e-04,4.915733e+00,3.972267e+00,-2.946667e-02
3.500000e-04,4.922800e+00,3.986267e+00,-1.093333e-02
3.520000e-04,4.906400e+00,3.986267e+00,-2.480000e-02
3.540000e-04,4.920400e+00,3.981600e+00,-2.706667e-02
3.560000e-04,4.901733e+00,3.988533e+00,-2.013333e-02
3.580000e-04,4.913333e+00,3.972267e+00,-2.013333e-02
3.600000e-04,4.906400e+00,3.984000e+00,-2.706667e-02
3.620000e-04,4.892400e+00,3.988533e+00,-2.013333e-02
3.640000e-04,4.915733e+00,3.990933e+00,-8.666667e-03
3.660000e-04,4.918133e+00,3.988533e+00,-1.093333e-02
3.680000e-04,4.906400e+00,3.981600e+00,-2.253333e-02
3.700000e-04,4.918133e+00,3.986267e+00,-8.666667e-03
3.720000e-04,4.915733e+00,3.981600e+00,-1.560000e-02
3.740000e-04,4.920400e+00,4.000267e+00,-6.266667e-03
3.760000e-04,4.915733e+00,3.990933e+00,-1.560000e-02
3.780000e-04,4.908667e+00,3.986267e+00,-2.253333e-02
3.800000e-04,4.906400e+00,3.974667e+00,-1.320000e-02
3.820000e-04,4.920400e+00,3.976933e+00,-2.253333e-02
3.840000e-04,4.911067e+00,3.986267e+00,-1.093333e-02
3.860000e-04,4.908667e+00,3.986267e+00,-2.013333e-02
3.880000e-04,4.904000e+00,3.981600e+00,-2.013333e-02
3.900000e-04,4.920400e+00,3.979333e+00,-1.093333e-02
3.920000e-04,4.897067e+00,3.984000e+00,-1.786667e-02
3.940000e-04,4.918133e+00,3.979333e+00,-1.786667e-02
3.960000e-04,4.911067e+00,3.976933e+00,-1.786667e-02
3.980000e-04,4.901733e+00,3.976933e+00,-8.666667e-03
4.000000e-04,4.894667e+00,3.970000e+00,-2.706667e-02
4.020000e-04,4.915733e+00,3.988533e+00,-1.560000e-02
4.040000e-04,4.904000e+00,3.979333e+00,-1.786667e-02
4.060000e-04,4.906400e+00,3.979333e+00,-2.946667e-02
4.080000e-04,4.901733e+00,3.979333e+00,-1.786667e-02
4.100000e-04,4.906400e+00,3.974667e+00,-2.480000e-02
4.120000e-04,4.901733e+00,3.970000e+00,-2.480000e-02
4.140000e-04,4.908667e+00,3.981600e+00,-1.320000e-02
4.160000e-04,4.904000e+00,3.981600e+00,-2.013333e-02
4.180000e-04,4.901733e+00,3.981600e+00,-2.253333e-02
4.200000e-04,4.904000e+00,3.988533e+00,-2.253333e-02
4.220000e-04,4.901733e+00,3.986267e+00,-2.706667e-02
4.240000e-04,4.904000e+00,3.981600e+00,-2.253333e-02
4.260000e-04,4.911067e+00,3.972267e+00,-1.560000e-02
4.280000e-04,4.901733e+00,3.988533e+00,-2.013333e-02
4.300000e-04,4.906400e+00,3.981600e+00,-1.560000e-02
4.320000e-04,4.908667e+00,3.981600e+00,-1.320000e-02
4.340000e-04,4.920400e+00,3.990933e+00,-2.706667e-02
4.360000e-04,4.913333e+00,3.974667e+00,-2.013333e-02
4.380000e-04,4.906400e+00,3.976933e+00,-2.013333e-02
4.400000e-04,4.904000e+00,3.976933e+00,-1.320000e-02
4.420000e-04,4.911067e+00,3.967600e+00,-2.253333e-02
4.440000e-04,4.904000e+00,3.988533e+00,-2.480000e-02
4.460000e-04,4.908667e+00,3.972267e+00,-2.013333e-02
4.480000e-04,4.913333e+00,3.979333e+00,-2.253333e-02
4.500000e-04,4.913333e+00,3.986267e+00,-1.560000e-02
4.520000e-04,4.908667e+00,3.972267e+00,-1.093333e-02
4.540000e-04,4.913333e+00,3.990933e+00,-1.600000e-03
4.560000e-04,4.906400e+00,3.988533e+00,-1.320000e-02
4.580000e-04,4.913333e+00,3.979333e+00,-2.253333e-02
4.600000e-04,4.911067e+00,3.963067e+00,-2.706667e-02
4.620000e-04,4.911067e+00,3.988533e+00,-8.666667e-03
4.640000e-04,4.908667e+00,3.979333e+00,-1.320000e-02
4.660000e-04,4.911067e+00,3.981600e+00,-1.093333e-02
4.680000e-04,4.925067e+00,3.981600e+00,-1.600000e-03
4.700000e-04,4.899333e+00,3.976933e+00,-1.093333e-02
4.720000e-04,4.908667e+00,3.976933e+00,-2.013333e-02
4.740000e-04,4.913333e+00,3.981600e+00,-1.786667e-02
4.760000e-04,4.920400e+00,3.972267e+00,-2.480000e-02
4.780000e-04,4.913333e+00,3.986267e+00,-2.013333e-02
4.800000e-04,4.892400e+00,3.970000e+00,-1.560000e-02
4.820000e-04,4.897067e+00,3.963067e+00,-1.093333e-02
4.840000e-04,4.908667e+00,3.972267e+00,-1.786667e-02
4.860000e-04,4.913333e+00,3.976933e+00,-4.000000e-03
4.880000e-04,4.911067e+00,3.974667e+00,-2.480000e-02
4.900000e-04,4.908667e+00,3.974667e+00,-1.093333e-02
4.920000e-04,4.906400e+00,3.988533e+00,-2.013333e-02
4.940000e-04,4.894667e+00,3.979333e+00,-1.093333e-02
4.960000e-04,4.913333e+00,3.967600e+00,-2.013333e-02
4.980000e-04,4.897067e+00,3.976933e+00,5.333333e-03
5.000000e-04,4.918133e+00,3.976933e+00,-2.253333e-02
5.020000e-04,2.133333e-02,3.946800e+00,-1.560000e-02
5.040000e-04,7.040000e-02,3.765333e+00,-6.266667e-03
5.060000e-04,9.853333e-02,3.516667e+00,-4.000000e-03
5.080000e-04,1.102667e-01,3.246933e+00,-1.320000e-02
5.100000e-04,1.102667e-01,2.977200e+00,-2.013333e-02
5.120000e-04,1.032000e-01,2.693600e+00,-1.786667e-02
5.140000e-04,9.613334e-02,2.442400e+00,-8.666667e-03
5.160000e-04,1.009333e-01,2.216933e+00,-1.320000e-02
5.180000e-04,6.573334e-02,2.005333e+00,-2.253333e-02
5.200000e-04,7.986667e-02,1.830933e+00,-1.320000e-02
5.220000e-04,4.706667e-02,1.693867e+00,-1.560000e-02
5.240000e-04,4.706667e-02,1.556667e+00,-1.786667e-02
5.260000e-04,3.066667e-02,1.454400e+00,-1.560000e-02
5.280000e-04,3.066667e-02,1.349733e+00,-2.480000e-02
5.300000e-04,1.666667e-02,1.277600e+00,-1.320000e-02
5.320000e-04,1.666667e-02,1.224133e+00,-2.013333e-02
5.340000e-04,-1.373333e-02,1.161333e+00,-1.786667e-02
5.360000e-04,-4.400000e-03,1.114933e+00,-2.480000e-02
5.380000e-04,-1.840000e-02,1.094000e+00,-1.560000e-02
5.400000e-04,2.666667e-03,1.056800e+00,-2.013333e-02
5.420000e-04,-1.146667e-02,1.047467e+00,-6.266667e-03
5.440000e-04,-1.146667e-02,1.019600e+00,-1.560000e-02
5.460000e-04,-2.786667e-02,1.012533e+00,5.333333e-03
5.480000e-04,-9.066666e-03,9.940000e-01,-6.266667e-03
5.500000e-04,-1.373333e-02,9.986667e-01,-2.253333e-02
5.520000e-04,-1.613333e-02,9.777334e-01,-1.320000e-02
5.540000e-04,-1.840000e-02,9.800000e-01,-1.093333e-02
5.560000e-04,-2.080000e-02,9.661334e-01,-6.266667e-03
5.580000e-04,-2.546667e-02,9.777334e-01,-1.560000e-02
5.600000e-04,-2.080000e-02,9.708000e-01,-2.253333e-02
5.620000e-04,-2.786667e-02,9.637333e-01,-1.786667e-02
5.640000e-04,-2.306667e-02,9.730667e-01,-1.320000e-02
5.660000e-04,-2.786667e-02,9.684000e-01,-1.093333e-02
5.680000e-04,-2.080000e-02,9.544000e-01,-1.786667e-02
5.700000e-04,-2.786667e-02,9.521334e-01,-2.480000e-02
5.720000e-04,-2.080000e-02,9.544000e-01,-1.093333e-02
5.740000e-04,-2.786667e-02,9.544000e-01,-1.786667e-02
5.760000e-04,-3.253333e-02,9.544000e-01,-4.000000e-03
5.780000e-04,-3.013333e-02,9.498667e-01,-1.560000e-02
5.800000e-04,-3.013333e-02,9.381334e-01,-2.253333e-02
5.820000e-04,-2.306667e-02,9.521334e-01,-8.666667e-03
5.840000e-04,-2.546667e-02,9.474667e-01,-1.560000e-02
5.860000e-04,-2.786667e-02,9.498667e-01,-1.786667e-02
5.880000e-04,-3.253333e-02,9.544000e-01,-2.253333e-02
5.900000e-04,-2.546667e-02,9.498667e-01,-1.560000e-02
5.920000e-04,-3.013333e-02,9.474667e-01,-1.786667e-02
5.940000e-04,-3.013333e-02,9.498667e-01,-2.706667e-02
5.960000e-04,-1.840000e-02,9.544000e-01,-2.013333e-02
5.980000e-04,-4.653334e-02,9.498667e-01,-8.666667e-03
6.000000e-04,-3.480000e-02,9.474667e-01,-2.480000e-02
6.020000e-04,-2.786667e-02,9.544000e-01,-1.560000e-02
6.040000e-04,-3.253333e-02,9.381334e-01,-1.093333e-02
6.060000e-04,-3.253333e-02,9.568000e-01,-8.666667e-03
6.080000e-04,-2.546667e-02,9.428000e-01,-2.013333e-02
6.100000e-04,-3.946667e-02,9.544000e-01,-1.093333e-02
6.120000e-04,-2.080000e-02,9.428000e-01,-1.320000e-02
6.140000e-04,-3.946667e-02,9.544000e-01,-8.666667e-03
6.160000e-04,-2.546667e-02,9.474667e-01,-1.786667e-02
6.180000e-04,-3.013333e-02,9.405333e-01,-1.093333e-02
6.200000e-04,-1.840000e-02,9.428000e-01,-2.706667e-02
6.220000e-04,-4.186667e-02,9.544000e-01,-2.253333e-02
6.240000e-04,-1.613333e-02,9.452000e-01,-2.253333e-02
6.260000e-04,-3.946667e-02,9.452000e-01,-8.666667e-03
6.280000e-04,-2.546667e-02,9.474667e-01,-6.266667e-03
6.300000e-04,-4.186667e-02,9.405333e-01,-3.413333e-02
6.320000e-04,-2.306667e-02,9.498667e-01,-2.253333e-02
6.340000e-04,-3.946667e-02,9.358667e-01,-1.560000e-02
6.360000e-04,-3.720000e-02,9.498667e-01,-2.013333e-02
6.380000e-04,-3.946667e-02,9.498667e-01,-1.093333e-02
6.400000e-04,-2.786667e-02,9.381334e-01,-3.413333e-02
6.420000e-04,-2.786667e-02,9.474667e-01,-1.560000e-02
6.440000e-04,-2.546667e-02,9.381334e-01,-1.560000e-02
