Time(s),CH1V,CH2V
-1.000000e-02,2.461333e-01,2.155200e+00
-9.980000e-03,2.546667e-01,2.136267e+00
-9.960000e-03,2.677333e-01,2.122133e+00
-9.940000e-03,2.634667e-01,2.089067e+00
-9.920000e-03,2.416000e-01,2.070400e+00
-9.900000e-03,2.762667e-01,2.065600e+00
-9.880000e-03,2.546667e-01,2.046667e+00
-9.860000e-03,2.546667e-01,2.023200e+00
-9.840000e-03,2.461333e-01,1.999467e+00
-9.820000e-03,2.461333e-01,2.004267e+00
-9.800000e-03,2.416000e-01,1.976000e+00
-9.780000e-03,2.504000e-01,1.961867e+00
-9.760000e-03,2.416000e-01,1.933600e+00
-9.740000e-03,2.762667e-01,1.928800e+00
-9.720000e-03,2.634667e-01,1.886400e+00
-9.700000e-03,2.504000e-01,1.890933e+00
-9.680000e-03,2.504000e-01,1.881600e+00
-9.660000e-03,2.546667e-01,1.853333e+00
-9.640000e-03,2.546667e-01,1.820267e+00
-9.620000e-03,2.589333e-01,1.820267e+00
-9.600000e-03,2.808000e-01,1.829867e+00
-9.580000e-03,2.504000e-01,1.768533e+00
-9.560000e-03,2.546667e-01,1.768533e+00
-9.540000e-03,2.677333e-01,1.744800e+00
-9.520000e-03,2.416000e-01,1.740000e+00
-9.500000e-03,2.589333e-01,1.716533e+00
-9.480000e-03,2.461333e-01,1.721333e+00
-9.460000e-03,2.546667e-01,1.707200e+00
-9.440000e-03,2.546667e-01,1.674133e+00
-9.420000e-03,2.634667e-01,1.660000e+00
-9.400000e-03,2.461333e-01,1.678933e+00
-9.380000e-03,2.504000e-01,1.636267e+00
-9.360000e-03,2.589333e-01,1.645867e+00
-9.340000e-03,2.330667e-01,1.645867e+00
-9.320000e-03,2.330667e-01,1.626933e+00
-9.300000e-03,2.504000e-01,1.598667e+00
-9.280000e-03,2.720000e-01,1.593867e+00
-9.260000e-03,2.461333e-01,1.574933e+00
-9.240000e-03,2.461333e-01,1.560800e+00
-9.220000e-03,2.677333e-01,1.574933e+00
-9.200000e-03,2.416000e-01,1.537333e+00
-9.180000e-03,2.634667e-01,1.518400e+00
-9.160000e-03,2.634667e-01,1.499467e+00
-9.140000e-03,2.416000e-01,1.499467e+00
-9.120000e-03,2.461333e-01,1.471200e+00
-9.100000e-03,2.589333e-01,1.485333e+00
-9.080000e-03,2.504000e-01,1.452533e+00
-9.060000e-03,2.546667e-01,1.452533e+00
-9.040000e-03,2.546667e-01,1.452533e+00
-9.020000e-03,2.589333e-01,1.424000e+00
-9.000000e-03,5.195200e+00,1.442933e+00
-8.980000e-03,5.186400e+00,1.461867e+00
-8.960000e-03,5.190667e+00,1.528000e+00
-8.940000e-03,5.182133e+00,1.565600e+00
-8.920000e-03,5.190667e+00,1.603467e+00
-8.900000e-03,5.199467e+00,1.622133e+00
-8.880000e-03,5.203733e+00,1.688267e+00
-8.860000e-03,5.195200e+00,1.707200e+00
