Time(s),CH1V,CH2V
-9.700000e-04,1.964533e+00,4.474667e-01
-9.680600e-04,1.919467e+00,4.588000e-01
-9.661200e-04,1.857333e+00,4.736000e-01
-9.641800e-04,1.802533e+00,4.829333e-01
-9.622400e-04,1.729733e+00,4.917333e-01
-9.603000e-04,1.676667e+00,5.142667e-01
-9.583600e-04,1.600400e+00,5.205333e-01
-9.564200e-04,1.540533e+00,5.197333e-01
-9.544800e-04,1.465467e+00,5.200000e-01
-9.525400e-04,1.408933e+00,5.372000e-01
-9.506000e-04,1.328667e+00,5.494667e-01
-9.486600e-04,1.264933e+00,5.618667e-01
-9.467200e-04,1.178400e+00,5.550666e-01
-9.447800e-04,1.095333e+00,5.630667e-01
-9.428400e-04,1.012267e+00,5.630667e-01
-9.409000e-04,9.398667e-01,5.706667e-01
-9.389600e-04,8.460000e-01,5.742667e-01
-9.370200e-04,7.712000e-01,5.601333e-01
-9.350800e-04,6.741334e-01,5.676000e-01
-9.331400e-04,6.038667e-01,5.624000e-01
-9.312000e-04,5.090667e-01,5.676000e-01
-9.292600e-04,4.209333e-01,5.697333e-01
-9.273200e-04,3.349333e-01,5.692000e-01
-9.253800e-04,2.437333e-01,5.740000e-01
-9.234400e-04,1.494667e-01,5.585333e-01
-9.215000e-04,8.453333e-02,5.565333e-01
-9.195600e-04,-9.866667e-03,5.442667e-01
-9.176200e-04,-9.946667e-02,5.384000e-01
-9.156800e-04,-1.885333e-01,5.313333e-01
-9.137400e-04,-2.733333e-01,5.245333e-01
-9.118000e-04,-3.689333e-01,5.149333e-01
-9.098600e-04,-4.573333e-01,5.154667e-01
-9.079200e-04,-5.310667e-01,5.064000e-01
-9.059800e-04,-6.266667e-01,4.865333e-01
-9.040400e-04,-7.006667e-01,4.764000e-01
-9.021000e-04,-7.922667e-01,4.668000e-01
-9.001600e-04,-8.748000e-01,4.610667e-01
-8.982200e-04,-9.462667e-01,4.322667e-01
-8.962800e-04,-1.035333e+00,4.282667e-01
-8.943400e-04,-1.119333e+00,4.121333e-01
-8.924000e-04,-1.200400e+00,3.954667e-01
-8.904600e-04,-1.270667e+00,3.897333e-01
-8.885200e-04,-1.357467e+00,3.710667e-01
-8.865800e-04,-1.416800e+00,3.589333e-01
-8.846400e-04,-1.489600e+00,3.320000e-01
-8.827000e-04,-1.558800e+00,3.184000e-01
-8.807600e-04,-1.628667e+00,3.088000e-01
-8.788200e-04,-1.694933e+00,2.802667e-01
-8.768800e-04,-1.751733e+00,2.573333e-01
-8.749400e-04,-1.821200e+00,2.485333e-01
-8.730000e-04,-1.870800e+00,2.278667e-01
-8.710600e-04,-1.934000e+00,2.049333e-01
-8.691200e-04,-1.984267e+00,1.780000e-01
-8.671800e-04,-2.040400e+00,1.650667e-01
-8.652400e-04,-2.093733e+00,1.372000e-01
-8.633000e-04,-2.122933e+00,1.104000e-01
-8.613600e-04,-2.173733e+00,1.010667e-01
-8.594200e-04,-2.210000e+00,8.013333e-02
-8.574800e-04,-2.257600e+00,6.533334e-02
-8.555400e-04,-2.282000e+00,2.826667e-02
-8.536000e-04,-2.313200e+00,2.173333e-02
-8.516600e-04,-2.345867e+00,5.333333e-04
-8.497200e-04,-2.377333e+00,-2.520000e-02
-8.477800e-04,-2.380933e+00,-4.640000e-02
-8.458400e-04,-2.414133e+00,-5.520000e-02
-8.439000e-04,-2.428667e+00,-8.893333e-02
-8.419600e-04,-2.452133e+00,-1.118667e-01
-8.400200e-04,-2.450400e+00,-1.404000e-01
-8.380800e-04,-2.457200e+00,-1.492000e-01
-8.361400e-04,-2.454933e+00,-1.726667e-01
-8.342000e-04,-2.461867e+00,-1.842667e-01
-8.322600e-04,-2.466667e+00,-2.137333e-01
-8.303200e-04,-2.470933e+00,-2.205333e-01
-8.283800e-04,-2.459200e+00,-2.585333e-01
-8.264400e-04,-2.436800e+00,-2.726667e-01
-8.245000e-04,-2.419600e+00,-2.878667e-01
-8.225600e-04,-2.400533e+00,-3.054667e-01
-8.206200e-04,-2.390933e+00,-3.241333e-01
-8.186800e-04,-2.362533e+00,-3.433333e-01
-8.167400e-04,-2.324800e+00,-3.652000e-01
-8.148000e-04,-2.300667e+00,-3.813334e-01
-8.128600e-04,-2.271200e+00,-3.901334e-01
-8.109200e-04,-2.224667e+00,-3.982667e-01
-8.089800e-04,-2.187333e+00,-4.277333e-01
-8.070400e-04,-2.141867e+00,-4.469333e-01
-8.051000e-04,-2.106400e+00,-4.534667e-01
-8.031600e-04,-2.055067e+00,-4.617333e-01
-8.012200e-04,-2.008400e+00,-4.744000e-01
-7.992800e-04,-1.951333e+00,-4.900000e-01
-7.973400e-04,-1.894933e+00,-5.086667e-01
-7.954000e-04,-1.828267e+00,-5.132000e-01
-7.934600e-04,-1.774933e+00,-5.189334e-01
-7.915200e-04,-1.715333e+00,-5.364000e-01
-7.895800e-04,-1.652667e+00,-5.429333e-01
-7.876400e-04,-1.586667e+00,-5.580000e-01
-7.857000e-04,-1.512933e+00,-5.630667e-01
-7.837600e-04,-1.452267e+00,-5.648000e-01
-7.818200e-04,-1.365733e+00,-5.736000e-01
-7.798800e-04,-1.303600e+00,-5.913333e-01
-7.779400e-04,-1.229600e+00,-5.860000e-01
-7.760000e-04,-1.141333e+00,-6.044000e-01
-7.740600e-04,-1.060533e+00,-6.112000e-01
-7.721200e-04,-9.854667e-01,-6.016000e-01
-7.701800e-04,-9.054667e-01,-6.097333e-01
-7.682400e-04,-8.214667e-01,-5.986667e-01
-7.663000e-04,-7.326667e-01,-6.142667e-01
-7.643600e-04,-6.536000e-01,-6.112000e-01
-7.624200e-04,-5.634667e-01,-6.132000e-01
-7.604800e-04,-4.789333e-01,-6.157333e-01
-7.585400e-04,-3.972000e-01,-6.081333e-01
-7.566000e-04,-3.065333e-01,-6.117333e-01
-7.546600e-04,-2.157333e-01,-6.032000e-01
-7.527200e-04,-1.181333e-01,-6.054667e-01
-7.507800e-04,-4.013333e-02,-5.941333e-01
-7.488400e-04,4.853334e-02,-5.822667e-01
-7.469000e-04,1.396000e-01,-5.690666e-01
-7.449600e-04,2.118667e-01,-5.726666e-01
-7.430200e-04,3.134667e-01,-5.721334e-01
-7.410800e-04,4.018667e-01,-5.512000e-01
-7.391400e-04,4.801333e-01,-5.522667e-01
-7.372000e-04,5.646667e-01,-5.466667e-01
-7.352600e-04,6.517333e-01,-5.197333e-01
-7.333200e-04,7.462667e-01,-5.212000e-01
-7.313800e-04,8.268000e-01,-5.056000e-01
-7.294400e-04,9.050667e-01,-4.900000e-01
-7.275000e-04,9.846667e-01,-4.748000e-01
-7.255600e-04,1.068933e+00,-4.718667e-01
-7.236200e-04,1.157733e+00,-4.534667e-01
-7.216800e-04,1.220400e+00,-4.357333e-01
-7.197400e-04,1.309467e+00,-4.249333e-01
-7.178000e-04,1.369600e+00,-4.017333e-01
-7.158600e-04,1.443600e+00,-3.824000e-01
-7.139200e-04,1.514133e+00,-3.824000e-01
-7.119800e-04,1.582533e+00,-3.586667e-01
-7.100400e-04,1.644667e+00,-3.286667e-01
-7.081000e-04,1.721200e+00,-3.261333e-01
-7.061600e-04,1.783067e+00,-3.042667e-01
-7.042200e-04,1.834667e+00,-2.780000e-01
-7.022800e-04,1.906667e+00,-2.608000e-01
-7.003400e-04,1.953467e+00,-2.366667e-01
-6.984000e-04,1.998533e+00,-2.217333e-01
-6.964600e-04,2.056667e+00,-2.004000e-01
-6.945200e-04,2.098933e+00,-1.854667e-01
-6.925800e-04,2.136400e+00,-1.676000e-01
-6.906400e-04,2.168667e+00,-1.549333e-01
-6.887000e-04,2.214667e+00,-1.194667e-01
-6.867600e-04,2.257200e+00,-1.033333e-01
-6.848200e-04,2.294000e+00,-7.706667e-02
-6.828800e-04,2.316133e+00,-6.200000e-02
-6.809400e-04,2.350800e+00,-3.453333e-02
-6.790000e-04,2.378000e+00,-1.213333e-02
-6.770600e-04,2.394800e+00,6.133333e-03
-6.751200e-04,2.404667e+00,1.946667e-02
-6.731800e-04,2.440133e+00,4.786667e-02
-6.712400e-04,2.430133e+00,7.946667e-02
-6.693000e-04,2.451200e+00,9.280000e-02
-6.673600e-04,2.443200e+00,1.101333e-01
-6.654200e-04,2.442400e+00,1.432000e-01
-6.634800e-04,2.451733e+00,1.548000e-01
-6.615400e-04,2.448400e+00,1.724000e-01
-6.596000e-04,2.431867e+00,1.916000e-01
-6.576600e-04,2.426533e+00,2.102667e-01
-6.557200e-04,2.418267e+00,2.397333e-01
-6.537800e-04,2.398667e+00,2.573333e-01
-6.518400e-04,2.388800e+00,2.674667e-01
-6.499000e-04,2.349867e+00,2.798667e-01
-6.479600e-04,2.333200e+00,3.070667e-01
