Time(s),CH1V,CH2V
-3.150000e-02,2.366133e+00,2.381467e+00
-3.143700e-02,2.352533e+00,2.366800e+00
-3.137400e-02,2.311600e+00,2.340667e+00
-3.131100e-02,2.282133e+00,2.314667e+00
-3.124800e-02,2.248133e+00,2.288667e+00
-3.118500e-02,2.207333e+00,2.256933e+00
-3.112200e-02,2.161867e+00,2.213867e+00
-3.105900e-02,2.115467e+00,2.186667e+00
-3.099600e-02,2.055333e+00,2.155067e+00
-3.093300e-02,2.004267e+00,2.101733e+00
-3.087000e-02,1.944133e+00,2.055333e+00
-3.080700e-02,1.895333e+00,2.014667e+00
-3.074400e-02,1.844267e+00,1.960267e+00
-3.068100e-02,1.775067e+00,1.907067e+00
-3.061800e-02,1.703600e+00,1.867467e+00
-3.055500e-02,1.644667e+00,1.792667e+00
-3.049200e-02,1.567467e+00,1.740533e+00
-3.042900e-02,1.505067e+00,1.669200e+00
-3.036600e-02,1.424533e+00,1.604667e+00
-3.030300e-02,1.354267e+00,1.540133e+00
-3.024000e-02,1.277067e+00,1.471067e+00
-3.017700e-02,1.202267e+00,1.399733e+00
-3.011400e-02,1.104667e+00,1.328400e+00
-3.005100e-02,1.036667e+00,1.249200e+00
-2.998800e-02,9.640000e-01,1.172133e+00
-2.992500e-02,8.686666e-01,1.091733e+00
-2.986200e-02,7.712000e-01,1.015867e+00
-2.979900e-02,6.940000e-01,9.354667e-01
-2.973600e-02,6.146667e-01,8.596000e-01
-2.967300e-02,5.125334e-01,7.713333e-01
-2.961000e-02,4.217333e-01,6.785333e-01
-2.954700e-02,3.310667e-01,6.026667e-01
-2.948400e-02,2.493333e-01,5.154667e-01
-2.942100e-02,1.540000e-01,4.441333e-01
-2.935800e-02,6.560000e-02,3.456000e-01
-2.929500e-02,-2.746667e-02,2.606667e-01
-2.923200e-02,-1.136000e-01,1.848000e-01
-2.916900e-02,-2.180000e-01,7.840000e-02
-2.910600e-02,-3.042667e-01,-1.893333e-02
-2.904300e-02,-3.780000e-01,-8.800000e-02
-2.898000e-02,-4.812000e-01,-1.842667e-01
-2.891700e-02,-5.753334e-01,-2.704000e-01
-2.885400e-02,-6.581333e-01,-3.632000e-01
-2.879100e-02,-7.557334e-01,-4.436000e-01
-2.872800e-02,-8.328000e-01,-5.330667e-01
-2.866500e-02,-9.201334e-01,-6.066667e-01
-2.860200e-02,-1.002933e+00,-7.029333e-01
-2.853900e-02,-1.085867e+00,-7.844000e-01
-2.847600e-02,-1.152800e+00,-8.660000e-01
-2.841300e-02,-1.252533e+00,-9.406667e-01
-2.835000e-02,-1.338800e+00,-1.035733e+00
-2.828700e-02,-1.408000e+00,-1.109333e+00
-2.822400e-02,-1.484000e+00,-1.187467e+00
-2.816100e-02,-1.554267e+00,-1.257733e+00
-2.809800e-02,-1.615600e+00,-1.343733e+00
-2.803500e-02,-1.691600e+00,-1.403733e+00
-2.797200e-02,-1.751733e+00,-1.477333e+00
-2.790900e-02,-1.825467e+00,-1.549867e+00
-2.784600e-02,-1.887867e+00,-1.624533e+00
-2.778300e-02,-1.943333e+00,-1.683467e+00
-2.772000e-02,-1.983067e+00,-1.746933e+00
-2.765700e-02,-2.054533e+00,-1.821600e+00
-2.759400e-02,-2.105600e+00,-1.869200e+00
-2.753100e-02,-2.152133e+00,-1.930267e+00
-2.746800e-02,-2.182800e+00,-1.975600e+00
-2.740500e-02,-2.242933e+00,-2.033333e+00
-2.734200e-02,-2.284800e+00,-2.084267e+00
-2.727900e-02,-2.321200e+00,-2.134133e+00
-2.721600e-02,-2.341600e+00,-2.165867e+00
-2.715300e-02,-2.383467e+00,-2.211067e+00
-2.709000e-02,-2.405067e+00,-2.249600e+00
-2.702700e-02,-2.439067e+00,-2.286933e+00
-2.696400e-02,-2.454933e+00,-2.324400e+00
-2.690100e-02,-2.464133e+00,-2.349200e+00
-2.683800e-02,-2.489067e+00,-2.380933e+00
-2.677500e-02,-2.500400e+00,-2.394533e+00
-2.671200e-02,-2.498133e+00,-2.410400e+00
-2.664900e-02,-2.512800e+00,-2.424000e+00
-2.658600e-02,-2.511733e+00,-2.448933e+00
-2.652300e-02,-2.511733e+00,-2.456800e+00
-2.646000e-02,-2.486800e+00,-2.462533e+00
-2.639700e-02,-2.489067e+00,-2.464800e+00
-2.633400e-02,-2.495867e+00,-2.485067e+00
-2.627100e-02,-2.468667e+00,-2.463600e+00
-2.620800e-02,-2.454933e+00,-2.451200e+00
-2.614500e-02,-2.428933e+00,-2.450000e+00
-2.608200e-02,-2.407333e+00,-2.446667e+00
-2.601900e-02,-2.376667e+00,-2.419467e+00
-2.595600e-02,-2.337067e+00,-2.405867e+00
