Time(s),CH1V,CH2V
-7.800000e-03,2.191467e+00,2.195733e+00
-7.784400e-03,2.141467e+00,2.177600e+00
-7.768800e-03,2.100667e+00,2.168533e+00
-7.753200e-03,2.037067e+00,2.146000e+00
-7.737600e-03,2.014400e+00,2.152800e+00
-7.722000e-03,1.946400e+00,2.109733e+00
-7.706400e-03,1.878267e+00,2.098400e+00
-7.690800e-03,1.808000e+00,2.080267e+00
-7.675200e-03,1.758133e+00,2.044000e+00
-7.659600e-03,1.690000e+00,2.030400e+00
-7.644000e-03,1.631067e+00,1.985200e+00
-7.628400e-03,1.549333e+00,1.951200e+00
-7.612800e-03,1.483600e+00,1.921733e+00
-7.597200e-03,1.397333e+00,1.883200e+00
-7.581600e-03,1.340667e+00,1.844800e+00
-7.566000e-03,1.249867e+00,1.785867e+00
-7.550400e-03,1.179600e+00,1.738267e+00
-7.534800e-03,1.104667e+00,1.693067e+00
-7.519200e-03,1.020667e+00,1.647733e+00
-7.503600e-03,9.254667e-01,1.600133e+00
-7.488000e-03,8.618667e-01,1.532267e+00
-7.472400e-03,7.553334e-01,1.471067e+00
-7.456800e-03,6.917334e-01,1.430400e+00
-7.441200e-03,6.010666e-01,1.357867e+00
-7.425600e-03,5.148000e-01,1.294400e+00
-7.410000e-03,4.081333e-01,1.231067e+00
-7.394400e-03,3.242667e-01,1.163067e+00
-7.378800e-03,2.312000e-01,1.097467e+00
-7.363200e-03,1.472000e-01,1.036267e+00
-7.347600e-03,6.786667e-02,9.548000e-01
-7.332000e-03,-2.520000e-02,9.026667e-01
-7.316400e-03,-1.294667e-01,8.166667e-01
-7.300800e-03,-2.225333e-01,7.396000e-01
-7.285200e-03,-3.065333e-01,6.717333e-01
-7.269600e-03,-3.881333e-01,6.037334e-01
-7.254000e-03,-4.834667e-01,5.336000e-01
-7.238400e-03,-5.742667e-01,4.542667e-01
-7.222800e-03,-6.626667e-01,3.818667e-01
-7.207200e-03,-7.376000e-01,2.980000e-01
-7.191600e-03,-8.328000e-01,2.278667e-01
-7.176000e-03,-9.077333e-01,1.530667e-01
-7.160400e-03,-9.961333e-01,6.706667e-02
-7.144800e-03,-1.073333e+00,-7.733333e-03
-7.129200e-03,-1.161867e+00,-7.106667e-02
-7.113600e-03,-1.223067e+00,-1.481333e-01
-7.098000e-03,-1.307067e+00,-2.182667e-01
-7.082400e-03,-1.388667e+00,-3.088000e-01
-7.066800e-03,-1.459067e+00,-3.745333e-01
-7.051200e-03,-1.563333e+00,-4.605334e-01
-7.035600e-03,-1.604267e+00,-5.308000e-01
-7.020000e-03,-1.672267e+00,-6.054667e-01
-7.004400e-03,-1.735867e+00,-6.757333e-01
-6.988800e-03,-1.790267e+00,-7.481334e-01
-6.973200e-03,-1.865067e+00,-8.320000e-01
-6.957600e-03,-1.915067e+00,-8.728000e-01
-6.942000e-03,-1.964933e+00,-9.542667e-01
-6.926400e-03,-2.042133e+00,-1.017733e+00
-6.910800e-03,-2.107867e+00,-1.083333e+00
-6.895200e-03,-2.123733e+00,-1.149067e+00
-6.879600e-03,-2.182800e+00,-1.214667e+00
-6.864000e-03,-2.223600e+00,-1.275867e+00
-6.848400e-03,-2.255333e+00,-1.343733e+00
-6.832800e-03,-2.302933e+00,-1.389067e+00
-6.817200e-03,-2.332533e+00,-1.450267e+00
-6.801600e-03,-2.362000e+00,-1.509067e+00
-6.786000e-03,-2.402800e+00,-1.577067e+00
-6.770400e-03,-2.414133e+00,-1.610933e+00
-6.754800e-03,-2.441333e+00,-1.667600e+00
-6.739200e-03,-2.439067e+00,-1.712933e+00
-6.723600e-03,-2.493600e+00,-1.762667e+00
-6.708000e-03,-2.495867e+00,-1.801200e+00
-6.692400e-03,-2.504933e+00,-1.862400e+00
-6.676800e-03,-2.484533e+00,-1.887333e+00
-6.661200e-03,-2.507200e+00,-1.921200e+00
-6.645600e-03,-2.507200e+00,-1.950667e+00
-6.630000e-03,-2.507200e+00,-2.000533e+00
-6.614400e-03,-2.493600e+00,-2.018667e+00
-6.598800e-03,-2.489067e+00,-2.052533e+00
-6.583200e-03,-2.466400e+00,-2.063867e+00
-6.567600e-03,-2.457200e+00,-2.102400e+00
-6.552000e-03,-2.420933e+00,-2.116000e+00
-6.536400e-03,-2.414133e+00,-2.136400e+00
-6.520800e-03,-2.380133e+00,-2.138667e+00
-6.505200e-03,-2.350667e+00,-2.152267e+00
-6.489600e-03,-2.316667e+00,-2.165867e+00
-6.474000e-03,-2.296133e+00,-2.170400e+00
-6.458400e-03,-2.246267e+00,-2.170400e+00
-6.442800e-03,-2.200933e+00,-2.188400e+00
-6.427200e-03,-2.153200e+00,-2.165867e+00
-6.411600e-03,-2.116933e+00,-2.170400e+00
