Time(s),CH1V,CH2V
-2.425000e-04,1.975867e+00,7.840000e-02
-2.420150e-04,1.922933e+00,8.520000e-02
-2.415300e-04,1.858933e+00,9.120000e-02
-2.410450e-04,1.803467e+00,8.426667e-02
-2.405600e-04,1.750133e+00,9.173334e-02
-2.400750e-04,1.689467e+00,1.052000e-01
-2.395900e-04,1.621867e+00,1.077333e-01
-2.391050e-04,1.556267e+00,1.080000e-01
-2.386200e-04,1.488667e+00,1.157333e-01
-2.381350e-04,1.429733e+00,1.145333e-01
-2.376500e-04,1.343733e+00,1.117333e-01
-2.371650e-04,1.266667e+00,1.173333e-01
-2.366800e-04,1.187733e+00,1.214667e-01
-2.361950e-04,1.116133e+00,1.254667e-01
-2.357100e-04,1.027733e+00,1.210667e-01
-2.352250e-04,9.556000e-01,1.282667e-01
-2.347400e-04,8.676000e-01,1.192000e-01
-2.342550e-04,7.873334e-01,1.289333e-01
-2.337700e-04,7.052000e-01,1.282667e-01
-2.332850e-04,6.210667e-01,1.385333e-01
-2.328000e-04,5.394667e-01,1.250667e-01
-2.323150e-04,4.390667e-01,1.277333e-01
-2.318300e-04,3.576000e-01,1.269333e-01
-2.313450e-04,2.853333e-01,1.196000e-01
-2.308600e-04,1.818667e-01,1.270667e-01
-2.303750e-04,9.640000e-02,1.308000e-01
-2.298900e-04,1.826667e-02,1.289333e-01
-2.294050e-04,-9.026667e-02,1.432000e-01
-2.289200e-04,-1.593333e-01,1.290667e-01
-2.284350e-04,-2.540000e-01,1.282667e-01
-2.279500e-04,-3.398667e-01,1.294667e-01
-2.274650e-04,-4.402667e-01,1.246667e-01
-2.269800e-04,-5.288000e-01,1.328000e-01
-2.264950e-04,-5.997334e-01,1.297333e-01
-2.260100e-04,-6.914667e-01,1.256000e-01
-2.255250e-04,-7.806666e-01,1.177333e-01
-2.250400e-04,-8.624000e-01,1.197333e-01
-2.245550e-04,-9.334667e-01,1.233333e-01
-2.240700e-04,-1.026133e+00,1.132000e-01
-2.235850e-04,-1.101733e+00,1.133333e-01
-2.231000e-04,-1.190800e+00,1.169333e-01
-2.226150e-04,-1.261733e+00,1.056000e-01
-2.221300e-04,-1.343867e+00,1.061333e-01
-2.216450e-04,-1.406267e+00,9.693334e-02
-2.211600e-04,-1.482800e+00,9.706667e-02
-2.206750e-04,-1.557867e+00,9.306667e-02
-2.201900e-04,-1.618133e+00,8.533333e-02
-2.197050e-04,-1.690800e+00,8.840000e-02
-2.192200e-04,-1.747200e+00,8.400000e-02
-2.187350e-04,-1.815467e+00,7.320000e-02
-2.182500e-04,-1.867200e+00,7.680000e-02
-2.177650e-04,-1.923200e+00,6.173334e-02
-2.172800e-04,-1.979733e+00,6.280000e-02
-2.167950e-04,-2.034667e+00,5.253333e-02
-2.163100e-04,-2.088933e+00,5.106667e-02
-2.158250e-04,-2.137200e+00,4.880000e-02
-2.153400e-04,-2.180533e+00,4.333333e-02
-2.148550e-04,-2.221333e+00,2.986667e-02
-2.143700e-04,-2.250000e+00,3.360000e-02
-2.138850e-04,-2.299600e+00,1.866667e-02
-2.134000e-04,-2.320800e+00,1.920000e-02
-2.129150e-04,-2.355733e+00,1.560000e-02
-2.124300e-04,-2.379467e+00,1.600000e-02
-2.119450e-04,-2.395733e+00,3.600000e-03
-2.114600e-04,-2.416400e+00,3.600000e-03
-2.109750e-04,-2.440133e+00,-1.026667e-02
-2.104900e-04,-2.450000e+00,-2.253333e-02
-2.100050e-04,-2.463333e+00,-2.053333e-02
-2.095200e-04,-2.474800e+00,-2.693333e-02
-2.090350e-04,-2.466533e+00,-3.226667e-02
-2.085500e-04,-2.476800e+00,-3.480000e-02
-2.080650e-04,-2.469600e+00,-4.573333e-02
-2.075800e-04,-2.464133e+00,-5.800000e-02
-2.070950e-04,-2.461867e+00,-5.520000e-02
-2.066100e-04,-2.444533e+00,-6.120000e-02
-2.061250e-04,-2.418267e+00,-7.053334e-02
-2.056400e-04,-2.406800e+00,-7.186667e-02
-2.051550e-04,-2.393467e+00,-8.186667e-02
-2.046700e-04,-2.369600e+00,-8.226667e-02
-2.041850e-04,-2.339867e+00,-9.320000e-02
-2.037000e-04,-2.308667e+00,-9.826667e-02
-2.032150e-04,-2.273467e+00,-1.053333e-01
-2.027300e-04,-2.237733e+00,-1.140000e-01
-2.022450e-04,-2.191200e+00,-1.122667e-01
-2.017600e-04,-2.163467e+00,-1.050667e-01
-2.012750e-04,-2.115600e+00,-1.141333e-01
-2.007900e-04,-2.070133e+00,-1.250667e-01
-2.003050e-04,-2.023467e+00,-1.300000e-01
-1.998200e-04,-1.964933e+00,-1.356000e-01
-1.993350e-04,-1.911867e+00,-1.401333e-01
-1.988500e-04,-1.862267e+00,-1.377333e-01
-1.983650e-04,-1.792933e+00,-1.449333e-01
-1.978800e-04,-1.728667e+00,-1.426667e-01
-1.973950e-04,-1.677467e+00,-1.450667e-01
-1.969100e-04,-1.606800e+00,-1.645333e-01
-1.964250e-04,-1.536133e+00,-1.710667e-01
-1.959400e-04,-1.472667e+00,-1.638667e-01
-1.954550e-04,-1.394533e+00,-1.581333e-01
-1.949700e-04,-1.322800e+00,-1.609333e-01
-1.944850e-04,-1.242667e+00,-1.752000e-01
-1.940000e-04,-1.159200e+00,-1.653333e-01
-1.935150e-04,-1.085467e+00,-1.718667e-01
-1.930300e-04,-9.921333e-01,-1.785333e-01
-1.925450e-04,-9.292000e-01,-1.736000e-01
-1.920600e-04,-8.385333e-01,-1.792000e-01
-1.915750e-04,-7.533333e-01,-1.818667e-01
-1.910900e-04,-6.726667e-01,-1.834667e-01
-1.906050e-04,-5.841333e-01,-1.680000e-01
-1.901200e-04,-4.922667e-01,-1.784000e-01
-1.896350e-04,-4.105333e-01,-1.853333e-01
-1.891500e-04,-3.381333e-01,-1.797333e-01
-1.886650e-04,-2.248000e-01,-1.797333e-01
-1.881800e-04,-1.374667e-01,-1.820000e-01
-1.876950e-04,-5.400000e-02,-1.802667e-01
-1.872100e-04,3.320000e-02,-1.800000e-01
-1.867250e-04,1.282667e-01,-1.784000e-01
-1.862400e-04,2.125333e-01,-1.804000e-01
-1.857550e-04,2.930667e-01,-1.806667e-01
-1.852700e-04,3.817333e-01,-1.761333e-01
-1.847850e-04,4.740000e-01,-1.684000e-01
-1.843000e-04,5.578667e-01,-1.781333e-01
-1.838150e-04,6.421334e-01,-1.766667e-01
-1.833300e-04,7.260000e-01,-1.714667e-01
-1.828450e-04,8.040000e-01,-1.654667e-01
-1.823600e-04,8.960000e-01,-1.542667e-01
-1.818750e-04,9.678667e-01,-1.549333e-01
-1.813900e-04,1.049200e+00,-1.536000e-01
-1.809050e-04,1.132267e+00,-1.473333e-01
-1.804200e-04,1.209067e+00,-1.458667e-01
-1.799350e-04,1.286400e+00,-1.532000e-01
-1.794500e-04,1.362267e+00,-1.521333e-01
-1.789650e-04,1.437333e+00,-1.436000e-01
-1.784800e-04,1.503467e+00,-1.268000e-01
-1.779950e-04,1.565600e+00,-1.248000e-01
-1.775100e-04,1.643600e+00,-1.288000e-01
-1.770250e-04,1.705733e+00,-1.242667e-01
-1.765400e-04,1.755200e+00,-1.242667e-01
-1.760550e-04,1.824000e+00,-1.229333e-01
-1.755700e-04,1.886000e+00,-1.064000e-01
-1.750850e-04,1.937333e+00,-1.104000e-01
-1.746000e-04,1.990667e+00,-9.906667e-02
-1.741150e-04,2.050000e+00,-9.893333e-02
-1.736300e-04,2.097867e+00,-1.005333e-01
-1.731450e-04,2.141333e+00,-8.426667e-02
-1.726600e-04,2.180000e+00,-8.466667e-02
-1.721750e-04,2.218667e+00,-7.946667e-02
-1.716900e-04,2.249867e+00,-7.573333e-02
-1.712050e-04,2.282800e+00,-6.080000e-02
-1.707200e-04,2.319067e+00,-6.706667e-02
-1.702350e-04,2.346667e+00,-6.013333e-02
-1.697500e-04,2.375600e+00,-5.706667e-02
-1.692650e-04,2.404533e+00,-3.533334e-02
-1.687800e-04,2.406400e+00,-4.106667e-02
-1.682950e-04,2.422800e+00,-3.600000e-02
-1.678100e-04,2.441867e+00,-2.426667e-02
-1.673250e-04,2.450267e+00,-2.546667e-02
-1.668400e-04,2.454000e+00,-1.733333e-02
-1.663550e-04,2.450933e+00,-1.746667e-02
-1.658700e-04,2.455333e+00,-1.093333e-02
-1.653850e-04,2.447067e+00,-2.533333e-03
-1.649000e-04,2.434133e+00,3.600000e-03
-1.644150e-04,2.444000e+00,-2.400000e-03
-1.639300e-04,2.416533e+00,1.560000e-02
-1.634450e-04,2.409067e+00,2.480000e-02
-1.629600e-04,2.390800e+00,2.093333e-02
-1.624750e-04,2.366133e+00,3.226667e-02
-1.619900e-04,2.336667e+00,3.440000e-02
-1.615050e-04,2.317467e+00,3.933333e-02
-1.610200e-04,2.286667e+00,5.120000e-02
-1.605350e-04,2.239333e+00,4.720000e-02
-1.600500e-04,2.208800e+00,7.040000e-02
-1.595650e-04,2.165067e+00,6.106667e-02
-1.590800e-04,2.112000e+00,6.586666e-02
-1.585950e-04,2.074933e+00,7.706667e-02
-1.581100e-04,2.032400e+00,6.720000e-02
-1.576250e-04,1.978533e+00,7.226667e-02
-1.571400e-04,1.922533e+00,9.080000e-02
-1.566550e-04,1.862267e+00,9.146667e-02
-1.561700e-04,1.805733e+00,8.946667e-02
-1.556850e-04,1.743467e+00,9.080000e-02
-1.552000e-04,1.690000e+00,9.880000e-02
-1.547150e-04,1.615600e+00,1.082667e-01
-1.542300e-04,1.549333e+00,1.118667e-01
-1.537450e-04,1.481733e+00,1.206667e-01
-1.532600e-04,1.406400e+00,1.089333e-01
-1.527750e-04,1.336400e+00,1.198667e-01
-1.522900e-04,1.258267e+00,1.250667e-01
-1.518050e-04,1.187600e+00,1.230667e-01
-1.513200e-04,1.100933e+00,1.182667e-01
-1.508350e-04,1.028933e+00,1.244000e-01
-1.503500e-04,9.413334e-01,1.262667e-01
-1.498650e-04,8.614667e-01,1.421333e-01
-1.493800e-04,7.893333e-01,1.328000e-01
-1.488950e-04,7.016000e-01,1.341333e-01
-1.484100e-04,6.173334e-01,1.360000e-01
-1.479250e-04,5.260000e-01,1.372000e-01
-1.474400e-04,4.308000e-01,1.444000e-01
-1.469550e-04,3.444000e-01,1.354667e-01
-1.464700e-04,2.576000e-01,1.417333e-01
-1.459850e-04,1.664000e-01,1.381333e-01
-1.455000e-04,9.226667e-02,1.344000e-01
-1.450150e-04,-9.200000e-03,1.329333e-01
-1.445300e-04,-9.133334e-02,1.420000e-01
-1.440450e-04,-1.800000e-01,1.321333e-01
-1.435600e-04,-2.698667e-01,1.282667e-01
-1.430750e-04,-3.557333e-01,1.242667e-01
-1.425900e-04,-4.449333e-01,1.388000e-01
-1.421050e-04,-5.273333e-01,1.229333e-01
-1.416200e-04,-6.196000e-01,1.293333e-01
-1.411350e-04,-7.020000e-01,1.192000e-01
-1.406500e-04,-7.857333e-01,1.169333e-01
-1.401650e-04,-8.774667e-01,1.194667e-01
-1.396800e-04,-9.468000e-01,1.129333e-01
-1.391950e-04,-1.035600e+00,1.148000e-01
-1.387100e-04,-1.118133e+00,1.210667e-01
-1.382250e-04,-1.237200e+00,1.124000e-01
-1.377400e-04,-1.277467e+00,1.049333e-01
-1.372550e-04,-1.338400e+00,1.089333e-01
-1.367700e-04,-1.422533e+00,1.000000e-01
-1.362850e-04,-1.489067e+00,9.640000e-02
-1.358000e-04,-1.561067e+00,9.453333e-02
-1.353150e-04,-1.628400e+00,8.813334e-02
-1.348300e-04,-1.685067e+00,8.240000e-02
-1.343450e-04,-1.754267e+00,7.346667e-02
-1.338600e-04,-1.826533e+00,7.613333e-02
-1.333750e-04,-1.888400e+00,7.053334e-02
-1.328900e-04,-1.946133e+00,6.706667e-02
-1.324050e-04,-1.992267e+00,6.013333e-02
-1.319200e-04,-2.034933e+00,5.373333e-02
-1.314350e-04,-2.096000e+00,5.253333e-02
-1.309500e-04,-2.130933e+00,5.040000e-02
-1.304650e-04,-2.172267e+00,3.400000e-02
-1.299800e-04,-2.211067e+00,2.973333e-02
-1.294950e-04,-2.246667e+00,1.933333e-02
-1.290100e-04,-2.295733e+00,2.506667e-02
-1.285250e-04,-2.324667e+00,2.360000e-02
-1.280400e-04,-2.354000e+00,7.866667e-03
-1.275550e-04,-2.373600e+00,1.333333e-02
-1.270700e-04,-2.404667e+00,8.133333e-03
-1.265850e-04,-2.421467e+00,-2.666667e-03
-1.261000e-04,-2.426667e+00,-1.666667e-02
-1.256150e-04,-2.458267e+00,-1.186667e-02
-1.251300e-04,-2.458000e+00,-1.960000e-02
-1.246450e-04,-2.461867e+00,-2.306667e-02
-1.241600e-04,-2.465200e+00,-2.573333e-02
-1.236750e-04,-2.470267e+00,-4.346667e-02
-1.231900e-04,-2.459600e+00,-5.480000e-02
-1.227050e-04,-2.464267e+00,-4.640000e-02
-1.222200e-04,-2.456667e+00,-4.893333e-02
-1.217350e-04,-2.448933e+00,-5.280000e-02
-1.212500e-04,-2.429200e+00,-6.266667e-02
-1.207650e-04,-2.398933e+00,-6.546666e-02
-1.202800e-04,-2.383467e+00,-7.080000e-02
-1.197950e-04,-2.364933e+00,-8.093333e-02
-1.193100e-04,-2.340933e+00,-8.786666e-02
-1.188250e-04,-2.312000e+00,-9.240000e-02
-1.183400e-04,-2.266667e+00,-1.005333e-01
-1.178550e-04,-2.236267e+00,-1.020000e-01
-1.173700e-04,-2.203600e+00,-1.137333e-01
-1.168850e-04,-2.161600e+00,-1.073333e-01
-1.164000e-04,-2.107867e+00,-1.177333e-01
-1.159150e-04,-2.061733e+00,-1.304000e-01
-1.154300e-04,-2.002667e+00,-1.282667e-01
-1.149450e-04,-1.956267e+00,-1.309333e-01
-1.144600e-04,-1.900800e+00,-1.396000e-01
-1.139750e-04,-1.840400e+00,-1.432000e-01
-1.134900e-04,-1.770933e+00,-1.541333e-01
-1.130050e-04,-1.712267e+00,-1.453333e-01
-1.125200e-04,-1.659733e+00,-1.458667e-01
-1.120350e-04,-1.592133e+00,-1.538667e-01
-1.115500e-04,-1.518400e+00,-1.714667e-01
-1.110650e-04,-1.450533e+00,-1.612000e-01
-1.105800e-04,-1.377333e+00,-1.616000e-01
-1.100950e-04,-1.300800e+00,-1.688000e-01
-1.096100e-04,-1.236267e+00,-1.746667e-01
-1.091250e-04,-1.162667e+00,-1.693333e-01
-1.086400e-04,-1.068000e+00,-1.628000e-01
-1.081550e-04,-1.003867e+00,-1.793333e-01
-1.076700e-04,-9.141334e-01,-1.729333e-01
-1.071850e-04,-8.281333e-01,-1.884000e-01
-1.067000e-04,-7.505333e-01,-1.854667e-01
-1.062150e-04,-6.606666e-01,-1.825333e-01
-1.057300e-04,-5.720000e-01,-1.861333e-01
-1.052450e-04,-4.862667e-01,-1.964000e-01
-1.047600e-04,-4.052000e-01,-1.862667e-01
-1.042750e-04,-3.080000e-01,-1.752000e-01
-1.037900e-04,-2.270667e-01,-1.810667e-01
-1.033050e-04,-1.396000e-01,-1.820000e-01
-1.028200e-04,-5.013333e-02,-1.888000e-01
-1.023350e-04,4.160000e-02,-1.749333e-01
-1.018500e-04,1.285333e-01,-1.752000e-01
-1.013650e-04,2.228000e-01,-1.880000e-01
-1.008800e-04,2.908000e-01,-1.786667e-01
-1.003950e-04,3.954667e-01,-1.776000e-01
-9.991000e-05,4.685333e-01,-1.797333e-01
-9.942500e-05,5.657333e-01,-1.696000e-01
-9.894000e-05,6.464000e-01,-1.684000e-01
-9.845500e-05,7.436000e-01,-1.661333e-01
-9.797000e-05,8.178667e-01,-1.694667e-01
-9.748500e-05,9.081333e-01,-1.621333e-01
-9.700000e-05,9.861333e-01,-1.560000e-01
-9.651500e-05,1.069333e+00,-1.605333e-01
-9.603000e-05,1.140267e+00,-1.490667e-01
-9.554500e-05,1.230400e+00,-1.574667e-01
-9.506000e-05,1.298667e+00,-1.582667e-01
-9.457500e-05,1.376133e+00,-1.481333e-01
-9.409000e-05,1.444800e+00,-1.457333e-01
-9.360500e-05,1.518267e+00,-1.401333e-01
-9.312000e-05,1.587600e+00,-1.424000e-01
-9.263500e-05,1.653333e+00,-1.300000e-01
-9.215000e-05,1.710800e+00,-1.309333e-01
-9.166500e-05,1.771867e+00,-1.256000e-01
-9.118000e-05,1.840933e+00,-1.204000e-01
-9.069500e-05,1.884800e+00,-1.164000e-01
-9.021000e-05,1.952800e+00,-1.048000e-01
-8.972500e-05,1.997067e+00,-1.012000e-01
-8.924000e-05,2.055867e+00,-1.064000e-01
-8.875500e-05,2.102400e+00,-9.160000e-02
-8.827000e-05,2.145600e+00,-8.520000e-02
-8.778500e-05,2.196533e+00,-7.493334e-02
-8.730000e-05,2.227733e+00,-8.240000e-02
-8.681500e-05,2.256933e+00,-6.800000e-02
-8.633000e-05,2.292267e+00,-7.053334e-02
-8.584500e-05,2.325867e+00,-6.120000e-02
-8.536000e-05,2.348533e+00,-4.613334e-02
-8.487500e-05,2.373867e+00,-5.026667e-02
-8.439000e-05,2.394000e+00,-4.600000e-02
-8.390500e-05,2.414533e+00,-5.280000e-02
-8.342000e-05,2.430133e+00,-3.146667e-02
-8.293500e-05,2.432133e+00,-2.813333e-02
-8.245000e-05,2.445467e+00,-2.253333e-02
-8.196500e-05,2.449600e+00,-1.960000e-02
-8.148000e-05,2.459067e+00,-1.106667e-02
-8.099500e-05,2.447600e+00,3.466667e-03
-8.051000e-05,2.452533e+00,-1.200000e-03
-8.002500e-05,2.440933e+00,2.400000e-03
-7.954000e-05,2.422800e+00,1.160000e-02
-7.905500e-05,2.417333e+00,2.053333e-02
-7.857000e-05,2.406533e+00,3.013333e-02
-7.808500e-05,2.380133e+00,2.253333e-02
-7.760000e-05,2.350267e+00,3.026667e-02
-7.711500e-05,2.327467e+00,3.493333e-02
-7.663000e-05,2.311733e+00,4.480000e-02
-7.614500e-05,2.270800e+00,5.773333e-02
-7.566000e-05,2.237867e+00,5.973333e-02
-7.517500e-05,2.203867e+00,5.733334e-02
-7.469000e-05,2.156000e+00,7.000000e-02
-7.420500e-05,2.111067e+00,7.866666e-02
-7.372000e-05,2.060133e+00,7.760000e-02
-7.323500e-05,2.013067e+00,8.013333e-02
-7.275000e-05,1.966400e+00,8.306666e-02
-7.226500e-05,1.921333e+00,8.720000e-02
-7.178000e-05,1.846533e+00,8.746666e-02
-7.129500e-05,1.803200e+00,1.013333e-01
-7.081000e-05,1.730800e+00,1.030667e-01
-7.032500e-05,1.671200e+00,1.065333e-01
-6.984000e-05,1.606933e+00,1.121333e-01
-6.935500e-05,1.542267e+00,1.101333e-01
-6.887000e-05,1.463867e+00,1.130667e-01
-6.838500e-05,1.394267e+00,1.272000e-01
-6.790000e-05,1.324133e+00,1.140000e-01
-6.741500e-05,1.238533e+00,1.170667e-01
-6.693000e-05,1.177333e+00,1.290667e-01
-6.644500e-05,1.096533e+00,1.282667e-01
-6.596000e-05,1.021600e+00,1.293333e-01
-6.547500e-05,9.421334e-01,1.136000e-01
-6.499000e-05,8.634667e-01,1.221333e-01
-6.450500e-05,7.698667e-01,1.328000e-01
-6.402000e-05,6.804000e-01,1.372000e-01
-6.353500e-05,5.997334e-01,1.314667e-01
-6.305000e-05,5.101333e-01,1.369333e-01
-6.256500e-05,4.200000e-01,1.376000e-01
-6.208000e-05,3.220000e-01,1.293333e-01
-6.159500e-05,2.493333e-01,1.377333e-01
-6.111000e-05,1.613333e-01,1.437333e-01
-6.062500e-05,8.106667e-02,1.460000e-01
-6.014000e-05,-1.666667e-02,1.457333e-01
-5.965500e-05,-1.113333e-01,1.404000e-01
-5.917000e-05,-1.889333e-01,1.361333e-01
-5.868500e-05,-2.838667e-01,1.356000e-01
