Time(s),CH1V,CH2V
-1.575000e-02,2.388800e+00,2.365600e+00
-1.571850e-02,2.353333e+00,2.365867e+00
-1.568700e-02,2.319600e+00,2.345733e+00
-1.565550e-02,2.279067e+00,2.338667e+00
-1.562400e-02,2.242400e+00,2.308933e+00
-1.559250e-02,2.203333e+00,2.292000e+00
-1.556100e-02,2.170400e+00,2.264800e+00
-1.552950e-02,2.118267e+00,2.253467e+00
-1.549800e-02,2.064400e+00,2.211600e+00
-1.546650e-02,2.001333e+00,2.188133e+00
-1.543500e-02,1.939067e+00,2.134000e+00
-1.540350e-02,1.901067e+00,2.108533e+00
-1.537200e-02,1.844267e+00,2.058800e+00
-1.534050e-02,1.763200e+00,2.025067e+00
-1.530900e-02,1.715600e+00,1.969867e+00
-1.527750e-02,1.637200e+00,1.917200e+00
-1.524600e-02,1.567467e+00,1.867467e+00
-1.521450e-02,1.503067e+00,1.817067e+00
-1.518300e-02,1.428000e+00,1.744533e+00
-1.515150e-02,1.345200e+00,1.691333e+00
-1.512000e-02,1.271467e+00,1.616000e+00
-1.508850e-02,1.182400e+00,1.564533e+00
-1.505700e-02,1.099067e+00,1.493200e+00
-1.502550e-02,1.025867e+00,1.436267e+00
-1.499400e-02,9.481333e-01,1.357867e+00
-1.496250e-02,8.573334e-01,1.298133e+00
-1.493100e-02,7.682667e-01,1.220800e+00
-1.489950e-02,6.904000e-01,1.145867e+00
-1.486800e-02,5.920000e-01,1.065733e+00
-1.483650e-02,5.097333e-01,1.000133e+00
-1.480500e-02,4.302667e-01,9.061334e-01
-1.477350e-02,3.225333e-01,8.368000e-01
-1.474200e-02,2.334667e-01,7.464000e-01
-1.471050e-02,1.466667e-01,6.838667e-01
-1.467900e-02,6.160000e-02,5.998667e-01
-1.464750e-02,-2.266667e-02,5.145333e-01
-1.461600e-02,-1.284000e-01,4.248000e-01
-1.458450e-02,-2.185333e-01,3.566667e-01
-1.455300e-02,-3.098667e-01,2.674667e-01
-1.452150e-02,-3.956000e-01,1.772000e-01
-1.449000e-02,-4.857333e-01,1.078667e-01
-1.445850e-02,-5.804000e-01,1.066667e-02
-1.442700e-02,-6.564000e-01,-7.160000e-02
-1.439550e-02,-7.474667e-01,-1.605333e-01
-1.436400e-02,-8.350667e-01,-2.364000e-01
-1.433250e-02,-9.329333e-01,-3.230667e-01
-1.430100e-02,-1.005200e+00,-4.040000e-01
-1.426950e-02,-1.086933e+00,-4.940000e-01
-1.423800e-02,-1.168667e+00,-5.761333e-01
-1.420650e-02,-1.252267e+00,-6.542667e-01
-1.417500e-02,-1.323467e+00,-7.385333e-01
-1.414350e-02,-1.406000e+00,-8.201333e-01
-1.411200e-02,-1.482800e+00,-8.953333e-01
-1.408050e-02,-1.564800e+00,-9.744000e-01
-1.404900e-02,-1.622933e+00,-1.043733e+00
-1.401750e-02,-1.690933e+00,-1.129200e+00
-1.398600e-02,-1.747200e+00,-1.201067e+00
-1.395450e-02,-1.822267e+00,-1.281467e+00
-1.392300e-02,-1.884400e+00,-1.336933e+00
-1.389150e-02,-1.938800e+00,-1.406400e+00
-1.386000e-02,-1.997867e+00,-1.479600e+00
-1.382850e-02,-2.043200e+00,-1.545067e+00
-1.379700e-02,-2.101067e+00,-1.610933e+00
-1.376550e-02,-2.153600e+00,-1.682667e+00
-1.373400e-02,-2.189600e+00,-1.731067e+00
-1.370250e-02,-2.243733e+00,-1.794133e+00
-1.367100e-02,-2.280933e+00,-1.852800e+00
-1.363950e-02,-2.316000e+00,-1.902267e+00
-1.360800e-02,-2.348400e+00,-1.959733e+00
-1.357650e-02,-2.373600e+00,-1.986667e+00
-1.354500e-02,-2.419867e+00,-2.057733e+00
-1.351350e-02,-2.440267e+00,-2.098133e+00
-1.348200e-02,-2.439067e+00,-2.127333e+00
-1.345050e-02,-2.471467e+00,-2.162933e+00
-1.341900e-02,-2.482800e+00,-2.196400e+00
-1.338750e-02,-2.493600e+00,-2.228933e+00
-1.335600e-02,-2.496933e+00,-2.267733e+00
-1.332450e-02,-2.496667e+00,-2.287200e+00
-1.329300e-02,-2.508933e+00,-2.319200e+00
-1.326150e-02,-2.497200e+00,-2.339333e+00
-1.323000e-02,-2.504933e+00,-2.344667e+00
-1.319850e-02,-2.495200e+00,-2.367867e+00
-1.316700e-02,-2.484533e+00,-2.373600e+00
-1.313550e-02,-2.462667e+00,-2.378933e+00
-1.310400e-02,-2.436800e+00,-2.387733e+00
-1.307250e-02,-2.415067e+00,-2.382933e+00
-1.304100e-02,-2.394267e+00,-2.394000e+00
-1.300950e-02,-2.373600e+00,-2.397600e+00
-1.297800e-02,-2.323467e+00,-2.365067e+00
-1.294650e-02,-2.304667e+00,-2.364000e+00
-1.291500e-02,-2.253067e+00,-2.350933e+00
-1.288350e-02,-2.220133e+00,-2.337867e+00
-1.285200e-02,-2.177067e+00,-2.313067e+00
-1.282050e-02,-2.124667e+00,-2.295467e+00
-1.278900e-02,-2.074933e+00,-2.266000e+00
-1.275750e-02,-2.034933e+00,-2.236000e+00
-1.272600e-02,-1.976267e+00,-2.192933e+00
-1.269450e-02,-1.927733e+00,-2.175467e+00
-1.266300e-02,-1.856000e+00,-2.134667e+00
-1.263150e-02,-1.794533e+00,-2.092533e+00
-1.260000e-02,-1.725600e+00,-2.048000e+00
-1.256850e-02,-1.664000e+00,-2.008933e+00
-1.253700e-02,-1.596267e+00,-1.942133e+00
-1.250550e-02,-1.513200e+00,-1.897467e+00
-1.247400e-02,-1.450000e+00,-1.839733e+00
-1.244250e-02,-1.364800e+00,-1.782267e+00
-1.241100e-02,-1.299067e+00,-1.738933e+00
-1.237950e-02,-1.227867e+00,-1.667600e+00
-1.234800e-02,-1.130000e+00,-1.597467e+00
-1.231650e-02,-1.059733e+00,-1.543867e+00
-1.228500e-02,-9.752000e-01,-1.472800e+00
-1.225350e-02,-8.841333e-01,-1.403200e+00
-1.222200e-02,-8.056000e-01,-1.341467e+00
-1.219050e-02,-7.084000e-01,-1.256267e+00
