Time(s),CH1V,CH2V
-3.900000e-03,2.168667e+00,1.627333e+00
-3.892200e-03,2.110800e+00,1.661867e+00
-3.884400e-03,2.066667e+00,1.672667e+00
-3.876600e-03,2.022400e+00,1.676667e+00
-3.868800e-03,1.973600e+00,1.693067e+00
-3.861000e-03,1.919733e+00,1.702133e+00
-3.853200e-03,1.869200e+00,1.700933e+00
-3.845400e-03,1.797733e+00,1.700933e+00
-3.837600e-03,1.730800e+00,1.720267e+00
-3.829800e-03,1.676933e+00,1.700400e+00
-3.822000e-03,1.596933e+00,1.695333e+00
-3.814200e-03,1.528400e+00,1.688000e+00
-3.806400e-03,1.458533e+00,1.663600e+00
-3.798600e-03,1.375200e+00,1.668133e+00
-3.790800e-03,1.306533e+00,1.652267e+00
-3.783000e-03,1.230000e+00,1.635867e+00
-3.775200e-03,1.168133e+00,1.618267e+00
-3.767400e-03,1.078000e+00,1.592267e+00
-3.759600e-03,9.821333e-01,1.568533e+00
-3.751800e-03,9.112000e-01,1.544133e+00
-3.744000e-03,8.233333e-01,1.509600e+00
-3.736200e-03,7.508000e-01,1.488667e+00
-3.728400e-03,6.668000e-01,1.458667e+00
-3.720600e-03,5.669333e-01,1.421333e+00
-3.712800e-03,4.944000e-01,1.382800e+00
-3.705000e-03,3.962667e-01,1.349333e+00
-3.697200e-03,2.981333e-01,1.313733e+00
-3.689400e-03,2.176000e-01,1.272933e+00
-3.681600e-03,1.381333e-01,1.219733e+00
-3.673800e-03,3.840000e-02,1.167600e+00
-3.666000e-03,-5.346667e-02,1.133733e+00
-3.658200e-03,-1.374667e-01,1.080400e+00
-3.650400e-03,-2.361333e-01,1.024933e+00
-3.642600e-03,-3.241333e-01,9.790667e-01
-3.634800e-03,-4.130667e-01,9.298667e-01
-3.627000e-03,-5.101333e-01,8.817334e-01
-3.619200e-03,-5.901334e-01,8.302667e-01
-3.611400e-03,-6.745334e-01,7.713333e-01
-3.603600e-03,-7.613333e-01,7.192000e-01
-3.595800e-03,-8.396000e-01,6.586667e-01
-3.588000e-03,-9.190667e-01,6.037334e-01
-3.580200e-03,-1.011467e+00,5.472000e-01
-3.572400e-03,-1.082400e+00,4.973333e-01
-3.564600e-03,-1.174800e+00,4.310667e-01
-3.556800e-03,-1.250267e+00,3.728000e-01
-3.549000e-03,-1.329067e+00,3.025333e-01
