Time(s),CH1V,CH2V
-1.950000e-03,2.102933e+00,8.981333e-01
-1.946100e-03,2.058667e+00,9.185333e-01
-1.942200e-03,2.007600e+00,9.344000e-01
-1.938300e-03,1.960533e+00,9.570667e-01
-1.934400e-03,1.882800e+00,9.729334e-01
-1.930500e-03,1.838000e+00,9.944000e-01
-1.926600e-03,1.772800e+00,9.978667e-01
-1.922700e-03,1.718933e+00,1.017600e+00
-1.918800e-03,1.662800e+00,1.015867e+00
-1.914900e-03,1.584533e+00,1.049333e+00
-1.911000e-03,1.523200e+00,1.043067e+00
-1.907100e-03,1.452400e+00,1.032933e+00
-1.903200e-03,1.372400e+00,1.056667e+00
-1.899300e-03,1.307733e+00,1.054400e+00
-1.895400e-03,1.219200e+00,1.063467e+00
-1.891500e-03,1.144933e+00,1.066267e+00
-1.887600e-03,1.066133e+00,1.063467e+00
-1.883700e-03,9.810667e-01,1.058933e+00
-1.879800e-03,9.050667e-01,1.064667e+00
-1.875900e-03,8.301333e-01,1.056667e+00
-1.872000e-03,7.280000e-01,1.049867e+00
-1.868100e-03,6.446667e-01,1.036933e+00
-1.864200e-03,5.590667e-01,1.026133e+00
-1.860300e-03,4.762667e-01,1.018800e+00
-1.856400e-03,4.013333e-01,1.006800e+00
-1.852500e-03,3.072000e-01,9.956000e-01
-1.848600e-03,2.085333e-01,9.740000e-01
-1.844700e-03,1.240000e-01,9.656000e-01
-1.840800e-03,2.706667e-02,9.389334e-01
-1.836900e-03,-4.666667e-02,9.321333e-01
-1.833000e-03,-1.442667e-01,9.061334e-01
-1.829100e-03,-2.310667e-01,8.817334e-01
-1.825200e-03,-3.088000e-01,8.484000e-01
-1.821300e-03,-4.057333e-01,8.376000e-01
-1.817400e-03,-4.902667e-01,8.041334e-01
-1.813500e-03,-5.736000e-01,7.872000e-01
-1.809600e-03,-6.672000e-01,7.577333e-01
-1.805700e-03,-7.545334e-01,7.192000e-01
-1.801800e-03,-8.385333e-01,6.954667e-01
-1.797900e-03,-9.241334e-01,6.604000e-01
-1.794000e-03,-1.002933e+00,6.354667e-01
-1.790100e-03,-1.085200e+00,6.054667e-01
-1.786200e-03,-1.158400e+00,5.742667e-01
-1.782300e-03,-1.257067e+00,5.346667e-01
-1.778400e-03,-1.334267e+00,5.109333e-01
-1.774500e-03,-1.396667e+00,4.690667e-01
-1.770600e-03,-1.463600e+00,4.406667e-01
-1.766700e-03,-1.538933e+00,3.954667e-01
-1.762800e-03,-1.602000e+00,3.569333e-01
-1.758900e-03,-1.670533e+00,3.264000e-01
-1.755000e-03,-1.743733e+00,2.969333e-01
-1.751100e-03,-1.801067e+00,2.425333e-01
-1.747200e-03,-1.862800e+00,2.142667e-01
-1.743300e-03,-1.909333e+00,1.837333e-01
-1.739400e-03,-1.980800e+00,1.406667e-01
-1.735500e-03,-2.038133e+00,9.880000e-02
-1.731600e-03,-2.076133e+00,5.800000e-02
-1.727700e-03,-2.121467e+00,2.013333e-02
-1.723800e-03,-2.169200e+00,-1.440000e-02
-1.719900e-03,-2.204267e+00,-4.733333e-02
-1.716000e-03,-2.246267e+00,-9.373333e-02
-1.712100e-03,-2.274000e+00,-1.169333e-01
-1.708200e-03,-2.317733e+00,-1.706667e-01
-1.704300e-03,-2.355200e+00,-1.978667e-01
-1.700400e-03,-2.352933e+00,-2.296000e-01
-1.696500e-03,-2.394267e+00,-2.805333e-01
-1.692600e-03,-2.415333e+00,-3.201333e-01
-1.688700e-03,-2.441333e+00,-3.536000e-01
-1.684800e-03,-2.452667e+00,-3.949333e-01
-1.680900e-03,-2.464667e+00,-4.214667e-01
-1.677000e-03,-2.472000e+00,-4.685333e-01
-1.673100e-03,-2.474800e+00,-4.985333e-01
-1.669200e-03,-2.477733e+00,-5.285333e-01
-1.665300e-03,-2.480000e+00,-5.596000e-01
-1.661400e-03,-2.477733e+00,-5.953333e-01
-1.657500e-03,-2.471467e+00,-6.270667e-01
-1.653600e-03,-2.459600e+00,-6.757333e-01
-1.649700e-03,-2.440267e+00,-6.768000e-01
-1.645800e-03,-2.418667e+00,-7.074667e-01
-1.641900e-03,-2.390933e+00,-7.465333e-01
-1.638000e-03,-2.377867e+00,-7.685333e-01
-1.634100e-03,-2.356933e+00,-7.974667e-01
-1.630200e-03,-2.320000e+00,-8.262666e-01
-1.626300e-03,-2.280933e+00,-8.393334e-01
-1.622400e-03,-2.257600e+00,-8.750667e-01
-1.618500e-03,-2.212267e+00,-8.840000e-01
-1.614600e-03,-2.160000e+00,-9.078667e-01
-1.610700e-03,-2.126533e+00,-9.344000e-01
-1.606800e-03,-2.080667e+00,-9.588000e-01
-1.602900e-03,-2.022800e+00,-9.673333e-01
-1.599000e-03,-1.970667e+00,-9.792000e-01
-1.595100e-03,-1.920133e+00,-1.008000e+00
-1.591200e-03,-1.869600e+00,-1.015467e+00
-1.587300e-03,-1.788533e+00,-1.033467e+00
-1.583400e-03,-1.739200e+00,-1.040267e+00
-1.579500e-03,-1.672800e+00,-1.062400e+00
-1.575600e-03,-1.597467e+00,-1.051600e+00
-1.571700e-03,-1.538400e+00,-1.070933e+00
-1.567800e-03,-1.462400e+00,-1.076533e+00
-1.563900e-03,-1.383067e+00,-1.076533e+00
-1.560000e-03,-1.316133e+00,-1.083333e+00
-1.556100e-03,-1.235600e+00,-1.078800e+00
-1.552200e-03,-1.161867e+00,-1.076533e+00
-1.548300e-03,-1.094267e+00,-1.082800e+00
-1.544400e-03,-9.938667e-01,-1.090133e+00
-1.540500e-03,-9.218667e-01,-1.074800e+00
-1.536600e-03,-8.373333e-01,-1.078800e+00
-1.532700e-03,-7.449334e-01,-1.066933e+00
-1.528800e-03,-6.694667e-01,-1.067467e+00
-1.524900e-03,-5.765333e-01,-1.062933e+00
-1.521000e-03,-4.925333e-01,-1.041467e+00
-1.517100e-03,-4.193333e-01,-1.025067e+00
-1.513200e-03,-3.178667e-01,-1.017733e+00
-1.509300e-03,-2.316000e-01,-1.004667e+00
-1.505400e-03,-1.397333e-01,-1.001867e+00
-1.501500e-03,-5.186667e-02,-9.780000e-01
-1.497600e-03,3.613333e-02,-9.610667e-01
-1.493700e-03,1.285333e-01,-9.424000e-01
-1.489800e-03,2.118667e-01,-9.192000e-01
-1.485900e-03,2.981333e-01,-9.033334e-01
-1.482000e-03,3.786667e-01,-8.862666e-01
-1.478100e-03,4.818667e-01,-8.569334e-01
-1.474200e-03,5.613334e-01,-8.308000e-01
-1.470300e-03,6.509333e-01,-7.997333e-01
-1.466400e-03,7.257333e-01,-7.821333e-01
-1.462500e-03,8.313333e-01,-7.556000e-01
-1.458600e-03,9.084000e-01,-7.334667e-01
-1.454700e-03,9.804000e-01,-6.910667e-01
-1.450800e-03,1.063867e+00,-6.712000e-01
-1.446900e-03,1.145467e+00,-6.468000e-01
-1.443000e-03,1.228267e+00,-6.032000e-01
-1.439100e-03,1.304933e+00,-5.658666e-01
-1.435200e-03,1.363333e+00,-5.466667e-01
-1.431300e-03,1.442133e+00,-5.036000e-01
-1.427400e-03,1.507333e+00,-4.718667e-01
-1.423500e-03,1.582267e+00,-4.277333e-01
-1.419600e-03,1.669600e+00,-3.904000e-01
-1.415700e-03,1.721200e+00,-3.530667e-01
-1.411800e-03,1.789867e+00,-3.145333e-01
-1.407900e-03,1.849333e+00,-2.868000e-01
-1.404000e-03,1.887333e+00,-2.477333e-01
-1.400100e-03,1.944667e+00,-1.973333e-01
-1.396200e-03,2.007600e+00,-1.605333e-01
-1.392300e-03,2.058667e+00,-1.350667e-01
-1.388400e-03,2.109733e+00,-1.028000e-01
-1.384500e-03,2.155067e+00,-6.933334e-02
-1.380600e-03,2.181200e+00,-2.693333e-02
-1.376700e-03,2.233333e+00,1.666667e-02
-1.372800e-03,2.257200e+00,5.573333e-02
-1.368900e-03,2.294667e+00,1.010667e-01
-1.365000e-03,2.321867e+00,1.316000e-01
-1.361100e-03,2.351333e+00,1.673333e-01
-1.357200e-03,2.391067e+00,2.165333e-01
-1.353300e-03,2.403467e+00,2.533333e-01
-1.349400e-03,2.410400e+00,2.924000e-01
-1.345500e-03,2.429067e+00,3.234667e-01
-1.341600e-03,2.445467e+00,3.592000e-01
-1.337700e-03,2.450667e+00,4.050667e-01
-1.333800e-03,2.456800e+00,4.260000e-01
-1.329900e-03,2.453467e+00,4.713333e-01
-1.326000e-03,2.459067e+00,5.132000e-01
-1.322100e-03,2.447200e+00,5.324000e-01
-1.318200e-03,2.440933e+00,5.742667e-01
-1.314300e-03,2.430133e+00,6.009333e-01
-1.310400e-03,2.404667e+00,6.264000e-01
-1.306500e-03,2.404133e+00,6.705334e-01
-1.302600e-03,2.382000e+00,6.921334e-01
-1.298700e-03,2.354800e+00,7.232000e-01
-1.294800e-03,2.322933e+00,7.645333e-01
