4.0E-4	0.24
8.0E-4	3.12
0.0011999999	4.18
0.0016	4.68
0.0019999999	4.88
0.0023999999	4.96
0.0028	5.0
0.0032	5.0
0.0036	5.02
0.0039999997	5.02
0.0044	5.02
0.0047999998	5.02
0.0052	5.02
0.0056	5.02
0.006	5.02
0.0064	5.02
0.0067999996	5.02
0.0072	5.02
0.0075999997	5.02
0.007999999	5.02
0.0084	5.02
0.0088	2.62
0.0092	1.28
0.0095999995	0.66
0.01	0.36
0.0104	0.2
0.010799999	0.1
0.0112	0.06
0.0116	0.04
0.012	0.02
0.012399999	0.02
0.0128	0.0
0.0132	0.0
0.013599999	0.0
0.0139999995	0.0
0.0144	0.0
0.0148	0.0
0.015199999	0.0
0.0156	0.0
0.015999999	0.0
0.0164	0.0
0.0168	1.24
0.017199999	3.22
0.0176	4.24
0.018	4.68
0.0184	4.88
0.0188	4.96
0.019199999	5.0
0.0196	5.0
0.02	5.02
0.020399999	5.02
0.0208	5.02
0.0212	5.02
0.021599999	5.02
0.022	5.02
0.0224	5.02
0.022799999	5.02
0.0232	5.02
0.023599999	5.02
0.024	5.02
0.0244	5.02
0.024799999	5.02
0.0252	2.54
0.0256	1.24
0.025999999	0.64
0.0264	0.34
0.0268	0.2
0.027199998	0.1
0.0276	0.06
0.027999999	0.04
0.0284	0.02
0.0288	0.02
0.029199999	0.0
0.0296	0.0
0.03	0.0
0.030399999	0.0
0.0308	0.0
0.0312	0.0
0.0316	0.0
0.031999998	0.0
0.0324	0.0
0.0328	0.0
0.0332	1.36
0.0336	3.28
0.033999998	4.26
0.034399997	4.7
0.0348	4.88
0.0352	4.96
0.0356	5.0
0.036	5.0
0.036399998	5.02
0.0368	5.02
0.0372	5.02
0.0376	5.02
0.038	5.02
0.038399998	5.02
0.038799997	5.02
0.0392	5.02
0.0396	5.02
0.04	5.02
0.0404	5.02
0.040799998	5.02
0.0412	5.02
0.0416	2.46
0.042	1.22
0.0424	0.64
0.042799998	0.34
0.043199997	0.18
0.0436	0.1
0.044	0.06
0.0444	0.04
0.0448	0.02
0.045199998	0.02
0.045599997	0.0
0.046	0.0
0.0464	0.0
0.0468	0.0
0.047199998	0.0
0.047599997	0.0
0.048	0.0
0.0484	0.0
0.0488	0.0
0.0492	0.0
0.049599998	1.46
0.049999997	3.32
0.0504	4.28
0.0508	4.72
0.0512	4.88
0.051599998	4.96
0.051999997	5.0
0.0524	5.0
0.0528	5.02
0.0532	5.02
0.0536	5.02
0.053999998	5.02
0.054399997	5.02
0.0548	5.02
0.0552	5.02
0.0556	5.02
0.055999998	5.02
0.056399997	5.02
0.0568	5.02
0.0572	5.02
0.0576	5.02
0.058	2.36
0.058399998	1.16
0.058799997	0.6
0.0592	0.32
0.0596	0.18
0.06	0.1
0.060399998	0.06
0.060799997	0.04
0.061199997	0.02
0.0616	0.0
0.062	0.0
0.0624	0.0
0.0628	0.0
0.0632	0.0
0.063599996	0.0
0.063999996	0.0
0.064399995	0.0
0.0648	0.0
0.0652	0.0
0.0656	0.0
0.066	1.6
0.0664	3.4
0.0668	4.32
0.0672	4.72
0.0676	4.9
0.067999996	4.96
0.068399996	5.0
0.068799995	5.0
0.0692	5.02
0.0696	5.02
0.07	5.02
0.0704	5.02
0.0708	5.02
0.0712	5.02
0.0716	5.02
0.072	5.02
0.072399996	5.02
0.072799996	5.02
0.073199995	5.02
0.0736	5.02
0.074	5.02
0.0744	2.28
0.0748	1.14
0.0752	0.6
0.0756	0.32
0.076	0.18
0.0764	0.1
0.076799996	0.06
0.077199996	0.04
0.077599995	0.02
0.078	0.02
0.0784	0.0
0.0788	0.0
0.0792	0.0
0.0796	0.0
0.08	0.0
0.0804	0.0
0.0808	0.0
0.081199996	0.0
0.081599995	0.0
0.081999995	0.0
0.0824	1.7
0.0828	3.46
0.0832	4.34
0.0836	4.74
0.084	4.9
0.0844	4.96
0.0848	5.0
0.0852	5.0
0.085599996	5.02
0.085999995	5.02
0.086399995	5.02
0.086799994	5.02
0.0872	5.02
0.0876	5.02
0.088	5.02
0.0884	5.02
0.0888	5.02
0.0892	5.02
0.0896	5.02
0.089999996	5.02
0.090399995	5.02
0.090799995	2.22
0.091199994	1.1
0.0916	0.58
0.092	0.32
0.0924	0.18
0.0928	0.1
0.0932	0.06
0.0936	0.04
0.094	0.02
0.094399996	0.0
0.094799995	0.0
0.095199995	0.0
0.095599994	0.0
0.096	0.0
0.0964	0.0
0.0968	0.0
0.0972	0.0
0.0976	0.0
0.098	0.0
0.0984	0.0
0.098799996	1.78
0.099199995	3.5
0.099599995	4.36
0.099999994	4.74
0.1004	4.9
0.1008	4.98
0.1012	5.0
0.1016	5.0
0.102	5.02
0.1024	5.02
0.1028	5.02
0.103199996	5.02
0.103599995	5.02
0.103999995	5.02
0.104399994	5.02
0.1048	5.02
0.1052	5.02
0.1056	5.02
0.106	5.02
0.1064	5.02
0.1068	5.02
0.1072	2.12
0.107599996	1.08
0.107999995	0.56
0.108399995	0.3
0.108799994	0.16
0.1092	0.1
0.1096	0.06
0.11	0.02
0.1104	0.02
0.1108	0.0
0.1112	0.0
0.1116	0.0
0.111999996	0.0
0.112399995	0.0
0.112799995	0.0
0.113199994	0.0
0.1136	0.0
0.114	0.0
0.1144	0.0
0.1148	0.0
0.1152	1.92
0.1156	3.58
0.116	4.4
0.116399996	4.76
0.116799995	4.92
0.117199995	4.98
0.117599994	5.0
0.118	5.0
0.1184	5.02
0.1188	5.02
0.1192	5.02
0.1196	5.02
0.12	5.02
0.1204	5.02
0.120799996	5.02
0.121199995	5.02
0.121599995	5.02
0.121999994	5.02
0.12239999	5.02
0.1228	5.02
0.1232	4.76
0.1236	2.06
0.124	1.04
0.1244	0.54
0.1248	0.3
0.1252	0.16
0.1256	0.08
0.126	0.06
0.1264	0.02
0.1268	0.02
0.12719999	0.0
0.1276	0.0
0.12799999	0.0
0.1284	0.0
0.12879999	0.0
0.1292	0.0
0.1296	0.0
0.13	0.0
