0.1304	0.0
0.1308	0.0
0.1312	0.0
0.13159999	2.02
0.132	3.62
0.13239999	4.42
0.1328	4.76
0.13319999	4.92
0.1336	4.98
0.134	5.0
0.1344	5.02
0.1348	5.02
0.1352	5.02
0.1356	5.02
0.13599999	5.02
0.1364	5.02
0.13679999	5.02
0.1372	5.02
0.13759999	5.02
0.138	5.02
0.1384	5.02
0.1388	5.02
0.1392	5.02
0.1396	4.58
0.14	2.0
0.14039999	1.0
0.1408	0.52
0.14119999	0.28
0.1416	0.16
0.14199999	0.08
0.1424	0.04
0.1428	0.02
0.1432	0.02
0.1436	0.0
0.144	0.0
0.1444	0.0
0.14479999	0.0
0.1452	0.0
0.14559999	0.0
0.146	0.0
0.14639999	0.0
0.1468	0.0
0.1472	0.0
0.1476	0.0
0.148	2.1
0.1484	3.66
0.1488	4.44
0.14919999	4.78
0.1496	4.92
0.14999999	4.98
0.1504	5.0
0.15079999	5.0
0.1512	5.02
0.1516	5.02
0.152	5.02
0.1524	5.02
0.1528	5.02
0.1532	5.02
0.15359999	5.02
0.154	5.02
0.15439999	5.02
0.1548	5.02
0.15519999	5.02
0.1556	5.02
0.156	4.4
0.1564	1.94
0.1568	0.98
0.1572	0.52
0.1576	0.28
0.15799999	0.16
0.1584	0.08
0.15879999	0.06
0.1592	0.02
0.15959999	0.02
0.16	0.0
0.1604	0.0
0.1608	0.0
0.1612	0.0
0.1616	0.0
0.162	0.0
0.16239999	0.0
0.1628	0.0
0.16319999	0.0
0.1636	0.0
0.16399999	0.0
0.1644	2.22
0.1648	3.74
0.1652	4.48
0.1656	4.78
0.166	4.92
0.1664	4.98
0.16679999	5.0
0.1672	5.02
0.16759999	5.02
0.168	5.02
0.16839999	5.02
0.1688	5.02
0.1692	5.02
0.1696	5.02
0.17	5.02
0.1704	5.02
0.1708	5.02
0.17119999	5.02
0.1716	5.02
0.17199999	5.02
0.1724	4.16
0.17279999	1.86
0.1732	0.94
0.17359999	0.5
0.174	0.26
0.1744	0.14
0.1748	0.08
0.1752	0.04
0.17559999	0.02
0.176	0.02
0.17639999	0.0
0.1768	0.0
0.17719999	0.0
0.1776	0.0
0.17799999	0.0
0.1784	0.0
0.1788	0.0
0.1792	0.0
0.1796	0.0
0.17999999	0.0
0.1804	0.0
0.18079999	2.3
0.1812	3.78
0.18159999	4.48
0.182	4.8
0.18239999	4.92
0.1828	4.98
0.1832	5.0
0.1836	5.02
0.184	5.02
0.18439999	5.02
0.1848	5.02
0.18519999	5.02
0.1856	5.02
0.18599999	5.02
0.1864	5.02
0.18679999	5.02
0.1872	5.02
0.1876	5.02
0.188	5.02
0.1884	5.02
0.18879999	4.0
0.1892	1.8
0.18959999	0.92
0.19	0.48
0.19039999	0.26
0.1908	0.14
0.19119999	0.08
0.1916	0.04
0.192	0.02
0.1924	0.02
0.1928	0.0
0.19319999	0.0
0.1936	0.0
0.19399999	0.0
0.1944	0.0
0.19479999	0.0
0.1952	0.0
0.19559999	0.0
0.196	0.0
0.1964	0.0
0.1968	0.0
0.1972	2.38
0.19759999	3.82
0.198	4.5
0.19839999	4.8
0.1988	4.92
0.19919999	4.98
0.1996	5.0
0.19999999	5.02
